interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.05,7,47,1,"Number[3.5925023312097606, 0.005543779368199522, 0.00863175822888487, 0.004563758860540898, 0.007640013925828948, 0.21284109845413055]","[6.802120071192944, 0.011683771045673674, 0.011484281357190214, 0.004563759392819305, 0.21284109845413055, 0.0076400136320628476]","[261.6398215190376, 5.121601375472651, 99.76281447325489]"
0.05,7,208,1,"Number[3.6755971865948776, 0.005330993579825052, 0.008800782304857068, 0.004847878190503779, 0.007364212116575758, 0.20290515279372648]","[6.875461117278388, 0.011733681589228006, 0.011364752223419886, 0.004847878889025718, 0.20290515279372648, 0.0073642117071881]","[259.9047544311247, 5.191967926887192, 96.1354753527711]"
0.05,7,287,1,"Number[3.531203689274768, 0.005772782436160053, 0.008954737484385201, 0.004864871164729337, 0.0077629577510859955, 0.19604677233737458]","[6.495817786372436, 0.011972471219373346, 0.011486076090781144, 0.00486487202515465, 0.19604677233737458, 0.007762957350114024]","[247.97057770195315, 4.845954265700821, 98.85922700048248]"
0.05,7,282,1,"Number[3.5077245190738915, 0.005381280553363412, 0.008769899387108572, 0.0047662872494316074, 0.007483882681661393, 0.20498755731197765]","[6.615299230365444, 0.012149477724679917, 0.011105489379249484, 0.004766288224601731, 0.20498755731197768, 0.007483882169404873]","[259.35003146648336, 5.249053557256816, 102.89902924452495]"
0.05,7,251,1,"Number[3.542875771111064, 0.005840340273961102, 0.008568344812234483, 0.004860312022002299, 0.007884098691308463, 0.21052926654210347]","[6.27357199663505, 0.011716484338731644, 0.010989649531984395, 0.0048603131377188595, 0.21052926654210347, 0.007884098221857554]","[258.5868782082569, 4.823391444654678, 102.69143795022876]"
0.05,7,330,1,"Number[3.466124819217249, 0.005078503466425637, 0.00938171472730791, 0.004697641628119373, 0.00773471637891731, 0.2129523665788045]","[6.640428715014826, 0.012309666595990972, 0.010993399677498124, 0.004697642423157086, 0.21295236657880445, 0.007734716008313653]","[240.78799335705304, 4.917820803830786, 102.02101271782846]"
0.05,7,91,1,"Number[3.4722096795478823, 0.005643499536756658, 0.009258161207407672, 0.004714455821611034, 0.007466704795841159, 0.21064511394586147]","[6.345375421350391, 0.01265839832756393, 0.01139863257921161, 0.004714456392649026, 0.21064511394586152, 0.007466704466552912]","[244.08948926927206, 5.127549509256684, 96.75850679849728]"
0.05,7,156,1,"Number[3.4473734871846213, 0.005628943663722584, 0.008784488516469352, 0.004571392471426287, 0.007658267003221816, 0.20274766534550734]","[6.420800498150127, 0.012372362565726333, 0.011318711581864916, 0.004571393081330765, 0.2027476653455073, 0.00765826666978424]","[257.783733183776, 5.188437229224768, 101.45358570309504]"
0.05,7,92,1,"Number[3.5332519552542982, 0.0054425455904630144, 0.008940279207506794, 0.004638861887760025, 0.007665194489453218, 0.19532118617962366]","[6.870634179630376, 0.011494567338683178, 0.011387731728631077, 0.0046388627052347696, 0.19532118617962368, 0.00766519408865239]","[245.2260449341839, 5.089225417465733, 103.90903103632758]"
0.05,7,293,1,"Number[3.4077070306585355, 0.005389443590496586, 0.009259030736766068, 0.004759450399146114, 0.007433179947887924, 0.2003713716021639]","[6.92785232711459, 0.012447057498230472, 0.011699417029925578, 0.004759451485234754, 0.2003713716021639, 0.007433179438616867]","[240.77904805896983, 5.06734276453303, 104.7683605930424]"
0.05,7,110,1,"Number[3.416019381829044, 0.0051930431062896815, 0.009382292067174239, 0.00454675795637579, 0.007817607643345211, 0.1994480926837914]","[6.562226149621203, 0.012444068825475546, 0.011165748931788075, 0.004546758532228419, 0.19944809268379132, 0.007817607349704145]","[240.6823744223149, 5.025208813389416, 101.42989948841408]"
0.05,7,147,1,"Number[3.493420726312541, 0.0053887157864438, 0.00918518584484764, 0.004760294412024075, 0.0077348313834282425, 0.1996723857105253]","[6.884341689300899, 0.012444678333789058, 0.011745115706087874, 0.004760295152980439, 0.1996723857105254, 0.007734831014911971]","[246.93699018563638, 4.9621339466292085, 99.34468399358835]"
0.1,1,1,1,"Number[2.699040034437721, 0.0029558377627093117, 0.004096117680790534, 0.0036871372275976235, 0.007924679663126665, 0.20015500097549352]","[6.185951833177513, 0.012355226934942109, 0.011057890176658152, 0.004334126171426274, 0.2001550009754935, 0.007845053316897645]","[272.09682881123496, 5.18188359855852, 95.17847916655884]"
0.1,1,1,1,"Number[2.569410661515256, 0.0029782353810058953, 0.004235999442483135, 0.004130576561335123, 0.007503036458141207, 0.1865753749174018]","[7.050981778234755, 0.01235442708682515, 0.012005565980025907, 0.005108520339679431, 0.18657537491740184, 0.007414898121053079]","[249.46482347257907, 5.137391480442237, 104.15919219484303]"
0.1,1,1,1,"Number[2.9391551870580557, 0.0025191994153407524, 0.00430875424419839, 0.00397614829267687, 0.007897777824058417, 0.2167691689259769]","[6.927562668690521, 0.011791082647486958, 0.01042530580380534, 0.0047856505095935685, 0.2167691689259769, 0.00780438477468947]","[260.13567214431225, 5.280996460754416, 97.22224020327108]"
0.1,1,1,1,"Number[2.806271669074671, 0.0028740358659358153, 0.004365829192061587, 0.004141286380024701, 0.007292642530204583, 0.19250759365646306]","[6.882748636516937, 0.012627696739293327, 0.01192421936877881, 0.004964392480266023, 0.19250759365646303, 0.007213474332047925]","[250.55987293504353, 4.605532738402665, 90.94210392345717]"
0.1,1,1,1,"Number[2.3802460550837936, 0.0031760709969354452, 0.004212021021944349, 0.0036964864701599922, 0.008317403359684034, 0.21887265438377124]","[6.459835181221063, 0.012195910429389889, 0.011893067390529066, 0.0044511862089947965, 0.21887265438377126, 0.008253422472528776]","[240.44109292224468, 4.978350160735421, 107.30371169610456]"
0.1,1,1,1,"Number[2.3230160915223905, 0.0033733781622313397, 0.003953015672767569, 0.00375612918581933, 0.008251234091800596, 0.1941226989650313]","[6.202635237801818, 0.011318879355698286, 0.012129563214148573, 0.004536407877408658, 0.19412269896503137, 0.00819297185365308]","[255.33925522470997, 4.727616826304047, 106.70171176341572]"
0.1,1,1,1,"Number[2.5596894564623835, 0.0032646163236331014, 0.00435526866456859, 0.004072358644756242, 0.007677624518836029, 0.19760695479588858]","[6.079750537503093, 0.012447639558016595, 0.012118987107746275, 0.00485107509661636, 0.19760695479588852, 0.007595634429245655]","[238.11168261679248, 4.742867902837772, 90.01602493956547]"
0.1,1,1,1,"Number[2.4186813307441395, 0.0031752703221216644, 0.00422692344811493, 0.0037123120549784716, 0.007895017246422237, 0.2030502382579329]","[6.648163806596351, 0.011967244675895073, 0.012249009273671545, 0.004444804506528656, 0.20305023825793292, 0.007831537944632073]","[240.04837293907536, 4.838237008816837, 103.92916728166296]"
0.1,1,1,1,"Number[2.3342246586264395, 0.0034102990947564773, 0.003828113413558371, 0.003892065372106601, 0.0071998817527105085, 0.19969663608276111]","[6.291236766800358, 0.010956230238111988, 0.012031485975724279, 0.0047873472723682755, 0.1996966360827611, 0.00711472265555962]","[263.3825844457519, 5.3622502188352446, 109.72245299020699]"
0.1,1,1,1,"Number[2.624178610316208, 0.002844490165314906, 0.0045347061188742935, 0.003677763447005951, 0.007310861940580077, 0.21663490221360346]","[7.046455460961315, 0.012139834642047386, 0.011997151788543475, 0.004336245056097748, 0.21663490221360346, 0.007220370288873601]","[228.1686281291193, 5.457615523652829, 96.8098158259855]"
0.1,1,1,1,"Number[2.8058108186386583, 0.002809434926239066, 0.004184042278649293, 0.004064056956430978, 0.008033005002808478, 0.19671651717165828]","[7.001442851078261, 0.013098997039457747, 0.011688281040323049, 0.00490966888854007, 0.19671651717165825, 0.007964676960832867]","[270.16800618720265, 4.562052255331086, 96.67892416751704]"
0.1,1,1,1,"Number[2.9550122937045655, 0.00258898088658742, 0.0043137981018192524, 0.0036472709046021373, 0.007890730400874124, 0.19579230541002818]","[6.47891322636202, 0.012333673416728069, 0.010416157056638748, 0.0042375773057118015, 0.19579230541002823, 0.007831187297257442]","[264.0078367561649, 4.531472826415187, 90.75862634619197]"
0.1,1,1,1,"Number[2.488717571490063, 0.0029595371458491027, 0.004210379570122551, 0.003715221278411729, 0.0075204747515695515, 0.21912637024615497]","[6.104926002730704, 0.012525929325501655, 0.010767859167994063, 0.004478610412685177, 0.21912637024615497, 0.007453652936548223]","[251.94098937185996, 4.969249763273084, 107.05709898891604]"
0.1,1,1,1,"Number[2.4652288904671975, 0.00317695955858384, 0.00436874471294753, 0.003639298214797122, 0.008397920525511275, 0.2189772658403117]","[6.026828909850605, 0.012255614920332296, 0.011680074076234191, 0.004273641944340703, 0.21897726584031174, 0.008331446830169734]","[233.46118137034603, 4.898218320247003, 96.5334170632241]"
