interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.2,4,64,0,"Number[-0.09976831630735622 + 1.6882721531486067im, 0.0018715399665782066 - 0.03923577473243857im, 0.004112059636981051 + 0.026777999328201494im, 0.0071127340010058125 - 0.03109713574394129im, -0.0005343286091351764 + 0.0034309975705625268im, 0.20393586768074903 + 0.0im]","[7.82574175667855, 0.012547018197983768, 0.011902193680863397, 0.00482794374952424, 0.203935867680749, 0.008311630952045304]","[214.26102158704776, 4.9762694799105445, 86.19576877027387]"
0.2,4,64,0,"Number[2.4142889435156394 + 4.189229079756438im, 0.010508320253427067 + 0.013054284151570056im, 0.0009769235382127107 - 0.012547347889397022im, 0.0072005329157528615 + 0.031758046844391624im, -0.000980677511883007 - 0.003451474193560739im, 0.19133031194629227 + 0.0im]","[5.723044206571511, 0.01076661794995789, 0.011080219820726645, 0.005291770312053855, 0.19133031194629227, 0.007646684884418166]","[289.539310030273, 4.88462493107429, 84.17712342393405]"
0.2,4,64,0,"Number[4.018000330730642 - 9.12388982307691im, 0.014893461695563544 - 0.010073518922538818im, -0.003151485634799743 + 0.018040443532318543im, 0.02343441054049292 - 2.3563648633429087e-89im, 0.0036716737164188096 - 1.5709099088952725e-88im, 0.21149898343435863 + 0.0im]","[6.92845400023695, 0.0138397275529287, 0.012137308134590012, 0.004064364244099984, 0.2114989834343587, 0.006852165605236]","[201.36955721386047, 5.495389093696632, 110.6046312214548]"
0.2,4,64,0,"Number[5.684650154383967 - 3.4885304729833626im, 0.013763825581146617 - 0.00942880764885094im, -0.0008080077878030029 + 0.01582754493288623im, 0.0043414412729001935 + 4.909093465297727e-91im, 0.008430571962154165 - 3.9272747722381812e-90im, 0.20760727460301664 + 0.0im]","[6.534720150183507, 0.01194461470766756, 0.011361131544472543, 0.004341159752758938, 0.2076072746030167, 0.00843068388105548]","[210.57395542509178, 4.717318367438561, 84.60266887427349]"
0.2,4,64,0,"Number[0.030315786457889075 - 1.3842889741659183im, 0.0019096624302010847 + 0.03761341529556324im, 0.004033286025084978 - 0.02495257372013896im, 0.028343976301429902 - 4.909093465297727e-91im, 0.005996565651480682 - 2.945456079178636e-90im, 0.21221660477716486 + 0.0im]","[7.133603880905009, 0.012649373964219477, 0.01103906952621557, 0.005352392636236201, 0.21221660477716484, 0.008552292688912208]","[230.45001909165782, 4.340583511476331, 89.93720676968712]"
0.2,4,64,0,"Number[4.448535195242289 + 1.296928312136156im, 0.010572516776286546 + 0.003289418450690225im, -0.00012763424122441192 - 0.010862376322705392im, 0.00549608266244032 - 0.023017575039429267im, 0.0019496108918570314 + 0.002021765880543418im, 0.17220433308308492 + 0.0im]","[6.644986704157082, 0.011350558118846806, 0.012817008027871696, 0.003929465875034975, 0.1722043330830849, 0.007187893843246233]","[267.48566095455715, 5.4571102455462235, 117.20051334458746]"
0.2,4,64,0,"Number[6.606757736625202 - 3.423184889371911im, 0.014000465916012901 - 0.007457106446436552im, -0.002614281906467132 + 0.01574907437961479im, 0.02144988338610049 - 1.448908652612274e-69im, 0.006063442949924072 - 4.056944227314367e-69im, 0.19403716996841178 + 0.0im]","[7.184070133601467, 0.010320687932746906, 0.012496931423615054, 0.004942833107644132, 0.19403716996841175, 0.008358302175763948]","[216.4383071509731, 5.983601671516384, 117.88562327641431]"
0.2,4,64,0,"Number[0.15427196456539746 - 1.2032773607901937im, -0.0038614809901136833 - 0.01394649021445664im, 0.011815144849999263 + 0.0017951143760662007im, 0.005473739644697446 + 0.0im, 0.007910303650479233 + 0.0im, 0.2437015863938696 + 0.0im]","[6.499578287839217, 0.013360674841793763, 0.012510038956389578, 0.005471195287961363, 0.24370158639386968, 0.00791089511138189]","[218.19842486435124, 4.768918711282985, 99.96681298812389]"
0.2,4,64,0,"Number[1.8618910235919095 + 2.4358921458161698im, 0.005730179018899331 + 0.008714613277367425im, 0.007574804982631685 - 0.006470020617218887im, 0.005624962033491269 + 1.5930919111324523e-58im, 0.00838837155051473 - 6.372367644529809e-58im, 0.1977021559117707 + 0.0im]","[7.887703995187895, 0.011795033836238398, 0.01383100797845773, 0.005620500905799018, 0.19770215591177076, 0.008388954657058434]","[273.6539059121269, 4.322151128289226, 109.82566309634709]"
0.2,4,64,0,"Number[3.1121334376964414 - 0.6746159996707694im, 0.006045504559445463 - 0.0018986745362765804im, 0.007340671474230399 - 0.0023716527853322408im, 0.025087053506646556 + 0.0im, 0.005586445146913836 - 5.974094666746696e-58im, 0.23883740453636484 + 0.0im]","[6.597712906329756, 0.013076861314669177, 0.012650086989711717, 0.004403373888674249, 0.23883740453636487, 0.008111742657949565]","[265.38836881659074, 4.77307655111248, 103.15007509706606]"
0.2,4,64,0,"Number[6.439224762821911 + 6.565612236452993im, 0.01478526197180416 + 0.013123704556352011im, -0.0018671884461546246 - 0.017577226654720737im, 0.02666961360974022 - 9.495567745759799e-66im, 0.0057311947209820234 - 1.1394681294911758e-64im, 0.19600676831738623 + 0.0im]","[7.430597469649073, 0.010066883265690068, 0.009675692883725006, 0.00440662049118728, 0.1960067683173863, 0.007809823188099553]","[217.66038006639934, 4.022112254941116, 97.53553053459075]"
0.2,4,64,0,"Number[0.07302245712959027 - 3.8717759109544683im, 0.0126585416345527 - 0.019081012128706557im, -0.0007378125809058056 + 0.019149729645167795im, 0.004300599787539908 - 6.223015277861142e-61im, 0.008425011487518487 + 9.956824444577827e-60im, 0.2215215271702345 + 0.0im]","[6.263170774459995, 0.013281833084937588, 0.012248057056798193, 0.0043001852570272985, 0.22152152717023438, 0.008425227531874998]","[225.7301122978232, 5.829594781819578, 93.74775566634278]"
0.2,4,64,0,"Number[-1.711337354726325 + 3.2729498064406277im, 0.002943181650546744 + 0.02440010565902226im, 0.003170468734225125 - 0.017287655515465475im, 0.02968450664359004 + 0.0im, 0.0024782871302508882 - 2.1590421387736112e-78im, 0.16952237471450984 + 0.0im]","[6.8208742467557375, 0.013546692637818065, 0.01351450747028537, 0.005498434495589853, 0.16952237471450976, 0.00780164506100689]","[265.4100866132753, 5.563778481867349, 84.83865245287252]"
0.2,4,64,0,"Number[2.986503197516083 - 0.6842665816942416im, 0.0057021817899104025 - 0.0017549719096019605im, 0.007518453808126995 - 0.002416652236397623im, 0.022317974095590123 + 1.5937995178735014e-69im, 0.00698147434318166 + 1.8111358157653425e-69im, 0.22210084546430037 + 0.0im]","[7.0378790688922, 0.013028901067626626, 0.012385210486672288, 0.004134170117246184, 0.22210084546430042, 0.009137802403634]","[252.93334719252613, 5.27243519495538, 116.36542202243695]"
0.2,4,64,0,"Number[-0.5623705718431529 + 0.623883659733541im, -0.005438162100122618 + 0.020790939917924765im, 0.015553780444856138 - 0.014953225800770735im, 0.006034607435136538 + 0.025641129539599107im, 0.0025599833500912325 - 0.0014881336637823349im, 0.1692249192673387 + 0.0im]","[5.403161844668091, 0.01309314827005782, 0.011439353178008697, 0.004099235803473991, 0.16922491926733876, 0.006516563258125344]","[216.47249723489017, 4.185190246062545, 105.7204115801599]"
0.2,4,64,0,"Number[0.34489547570063944 + 3.9869253681911982im, 0.013612255763739266 + 0.024137398500876487im, -0.0007429552453714167 - 0.01954469588361499im, 0.006645999447369388 - 0.02928890077518898im, -0.0037757638409530274 + 0.0044155663716629176im, 0.21358462760453636 + 0.0im]","[6.062288212993524, 0.013354857885388396, 0.009392371394110042, 0.005547881984568672, 0.21358462760453628, 0.006598941042827479]","[241.4832019514987, 5.890895820162735, 90.48142292508379]"
0.2,4,64,0,"Number[6.737345801206091 - 2.635076944112124im, 0.014844973613189113 - 0.007210134470895048im, -0.0035389615853716173 + 0.016770312402057883im, 0.021369656166086312 + 3.132146144639292e-53im, 0.00821728908451177 + 4.176194859519056e-53im, 0.23498597148919445 + 0.0im]","[6.168221948488645, 0.010732742668589649, 0.012324801494810743, 0.00504912881144504, 0.23498597148919442, 0.009142877540445214]","[201.7812986987424, 4.384856217078636, 119.01850269417366]"
0.2,4,64,0,"Number[1.4565873767664133 - 1.3756496917245433im, 0.0029681980447842046 - 0.006213597971970002im, 0.003906344781985268 - 0.009091082298441742im, 0.025970415271206016 + 0.0im, 0.003344795259044735 - 8.290721812890667e-76im, 0.2025435424371451 + 0.0im]","[5.798563479628823, 0.011575176121993259, 0.012450545142946827, 0.005348251685004916, 0.20254354243714506, 0.007293261521254241]","[206.40026819561962, 5.75948884827092, 96.88979800625202]"
0.2,5,53,1,"Number[3.8316717482580875, 0.006474687277875991, 0.009164653384529644, 0.005176275669684163, 0.006284604560932549, 0.20707660981727094]","[7.213020899736024, 0.011855249482496904, 0.012304356749220088, 0.005176404997518224, 0.207076609817271, 0.0062845587169378095]","[228.72171448737075, 4.960777492421555, 99.71933066325104]"
0.2,5,34,1,"Number[3.597075433967583, 0.006259634086157113, 0.009129978312917026, 0.005604317631579569, 0.008288023484702929, 0.18286295156717877]","[6.089068840760776, 0.013109052284504324, 0.010745191747848824, 0.0056046693166552485, 0.18286295156717883, 0.00828795315929531]","[240.93477201804825, 4.605341963227653, 107.96805501131811]"
0.2,5,13,1,"Number[3.527052849476965, 0.007309962775286897, 0.007804391505392339, 0.004281922428587481, 0.008979154839270517, 0.20188436313336933]","[5.529562478112266, 0.009755207464190866, 0.01128006955927284, 0.004281958419821588, 0.20188436313336938, 0.008979137648929703]","[260.8735770813111, 5.6803128819215525, 103.710420494988]"
0.2,5,78,1,"Number[5.275209822996998, 0.005649523498045039, 0.00893556819554685, 0.005625293915457272, 0.007701038838564673, 0.17215029748180058]","[7.687937210659594, 0.009798065829103083, 0.009865285095013403, 0.005625372908213381, 0.1721502974818005, 0.007701002123666151]","[217.7053757341411, 4.810124756670312, 80.12585168673964]"
0.2,5,26,1,"Number[3.7823259850199893, 0.006416920754935647, 0.008116682671868235, 0.004632529710101745, 0.006687932809303518, 0.22847747836349758]","[6.7234363785330435, 0.012408876489417032, 0.011460325125044038, 0.004632606896568609, 0.22847747836349752, 0.006687896087051033]","[289.10544340974525, 5.797900111381636, 106.25602500773613]"
0.2,5,78,1,"Number[3.3612896936441046, 0.007171330375339427, 0.008850050360318275, 0.004639130306270264, 0.00751976564891044, 0.1908646472569493]","[6.437100044869413, 0.012646124725995864, 0.012714569095468208, 0.0046392155443540205, 0.1908646472569493, 0.007519746435196309]","[233.02185402447992, 4.355356915248549, 109.12309389844818]"
0.2,5,102,1,"Number[2.9453448247331053, 0.007925162917570222, 0.007526631994101363, 0.004134878243566136, 0.006711854434437257, 0.22625458002628007]","[5.69150955416189, 0.013830206726139474, 0.013179618141891867, 0.00413493465082898, 0.22625458002628007, 0.00671183190788692]","[285.54339184570864, 5.7173904683475705, 119.48466045389925]"
0.2,5,113,1,"Number[3.280360472967238, 0.006583091605582711, 0.009897237616721429, 0.005189447454288733, 0.007041112497168085, 0.23855078555763695]","[6.300505952706793, 0.014450709304071675, 0.011758477727756329, 0.005189733455261068, 0.23855078555763698, 0.0070410482208793385]","[206.27804401863727, 4.854514291505488, 115.94015718104126]"
0.2,5,77,1,"Number[3.9598032653846675, 0.004768713576712756, 0.008702907988604914, 0.004956307588260417, 0.00660877319765022, 0.20283071475152833]","[6.808079401011612, 0.011859623549849537, 0.009303713969615093, 0.004956464608982953, 0.20283071475152836, 0.00660871525500576]","[279.8060733186697, 5.530336473162681, 110.24007337293682]"
0.2,5,50,1,"Number[3.9257440612419057, 0.0063235918134764545, 0.00839330023469718, 0.00472354692343662, 0.008782977468459872, 0.1749774625988454]","[5.92811920422761, 0.012867670798709065, 0.0109164526073073, 0.004723571456175258, 0.1749774625988454, 0.008782959786231505]","[295.04689033533515, 5.74965021854384, 82.21703776699248]"
0.2,5,53,1,"Number[3.321061435535305, 0.007686461368762682, 0.008951449783356205, 0.005459270578845597, 0.007937952888062412, 0.17444945648336196]","[5.745187926873247, 0.013564767377792275, 0.012933321127604994, 0.00545943526421161, 0.174449456483362, 0.00793786867566862]","[236.9141756963812, 5.951762699408894, 96.0816129811011]"
0.2,5,39,1,"Number[3.6423992706007033, 0.005403715088744282, 0.010800284510193334, 0.004435567264664385, 0.007707410878830594, 0.18652505566181715]","[5.919601731132004, 0.014402020841280009, 0.010725340787172587, 0.0044355813437769315, 0.18652505566181707, 0.007707404535944446]","[208.0999200145702, 4.4288434768016085, 82.00156179874584]"
0.2,5,74,1,"Number[4.227594045979389, 0.004829330422195644, 0.008894665711140847, 0.004614978032967602, 0.006283626194255193, 0.18378366671167526]","[7.071577989418775, 0.012339260650000421, 0.010101154325703715, 0.004615008972200683, 0.1837836667116752, 0.006283604938021527]","[281.05947212821036, 5.8098837692443155, 89.07499571586638]"
0.2,5,64,1,"Number[3.768153212354889, 0.00460261714860156, 0.010260971840340936, 0.0038911192884442045, 0.007336406635342529, 0.18235979690116103]","[7.808007473593752, 0.013003689104333315, 0.011692820178624047, 0.0038911296491309414, 0.18235979690116094, 0.007336401854540287]","[221.41643346567983, 4.839215432534303, 94.79671589895807]"
0.2,5,100,1,"Number[3.5305466074816767, 0.007482223412508575, 0.009024787999759826, 0.004783844209401248, 0.0071126899223699705, 0.2235576097411208]","[6.698659050815649, 0.011717635890950987, 0.013041529679623659, 0.004783938435828668, 0.22355760974112085, 0.007112655752053513]","[211.1461016712307, 5.188765705493507, 105.57707234743644]"
0.2,5,24,1,"Number[3.0458998537364574, 0.007586452909094686, 0.007487093086956873, 0.003947798184596791, 0.007179735520430466, 0.17110995803322954]","[5.671447742790976, 0.010470130099192697, 0.013137060460474845, 0.0039478183490050745, 0.1711099580332295, 0.007179729312333698]","[289.67616496629535, 4.487709987805527, 105.95716017878408]"
0.2,5,10,1,"Number[3.8084374830739267, 0.005646493721243479, 0.008512564168481292, 0.0047277059520432416, 0.007944058846533996, 0.1845411291678885]","[5.888773702576702, 0.014337983945042255, 0.009675886902771606, 0.004727773720533941, 0.18454112916788856, 0.007944038727457326]","[293.14114220957526, 4.622827480405733, 101.26578902280369]"
0.2,5,36,1,"Number[3.306296169830289, 0.007984949543875327, 0.008086795361755444, 0.005045872492988019, 0.006228520116130203, 0.21287351933359985]","[6.036327378835653, 0.01275882972087062, 0.013827493619731346, 0.005045963473966748, 0.21287351933359988, 0.006228488597552914]","[271.18154184538196, 4.717644155885068, 96.90913051198791]"
0.2,5,40,1,"Number[3.462202296271419, 0.008567769211634272, 0.008462151601823741, 0.0050018378283996434, 0.008311035221312376, 0.23776327380776024]","[5.711016545532798, 0.010385595948221185, 0.013242259927292558, 0.0050019260706583935, 0.2377632738077602, 0.008311004409329626]","[207.8870247138427, 4.917912572847197, 97.68084418696944]"
0.2,5,53,1,"Number[4.189742372705267, 0.006384786639481423, 0.008399898979060013, 0.004811821452928709, 0.007306158830924042, 0.22653401521362038]","[6.406074921400179, 0.011377259765961737, 0.011069526492743946, 0.004811849370836821, 0.22653401521362038, 0.0073061463201200706]","[281.58721924415465, 4.564928315084963, 82.70171588866128]"
0.2,6,216,0,"Number[0.8985869946397812 - 1.288331177076209im, 0.0003552277679476896 - 0.008979810782160856im, -4.358464860404066e-5 - 0.011847353230186625im, 0.03652426718972308 + 0.0im, 0.0009643129573219529 + 5.982957660831604e-91im, 0.19116985287919308 + 0.0im]","[6.246912748100493, 0.011606055992127277, 0.013776998740392274, 0.0044610335771525485, 0.1911698528791931, 0.006843095846278346]","[244.74256507976588, 4.858578844495665, 92.0576910258791]"
0.2,6,216,0,"Number[-1.6676910883232503 - 0.8770050936865805im, 0.0009248849598742279 - 0.037283253225695964im, 1.2831650149083588e-5 + 0.025304378470757095im, -0.007923708432632461 - 0.03990221614323454im, -0.010409580941516356 - 0.002429101481643507im, 0.22724696909057412 + 0.0im]","[6.756259080616389, 0.010839376119036598, 0.01138454674753518, 0.0049712242278283185, 0.227246969090574, 0.008564790828580584]","[283.27363902422377, 4.566705005432538, 94.00175079004846]"
0.2,6,216,0,"Number[4.924357376515234 + 2.3818615492331525im, 0.009702296874331447 + 0.00597187946000301im, 0.005434516706832632 - 0.011120890243314694im, 0.03691995698040085 + 4.794036587204811e-93im, 0.0014519922047490496 - 9.588073174409622e-93im, 0.19623997745758845 + 0.0im]","[5.704620191732989, 0.011376978614588083, 0.009518189957658367, 0.004213750955266924, 0.19623997745758842, 0.006229357048938836]","[271.24906167282546, 4.250395951353791, 91.69566811166729]"
0.2,6,216,0,"Number[-0.5864758868465058 - 2.975614532661172im, 0.005995874998338753 - 0.02160883674540043im, 0.00653194046176876 + 0.01673416576267597im, 0.03813708758754001 + 2.210859150104178e-75im, 0.0011287150284606453 + 3.3991959432851734e-74im, 0.18935973754249633 + 0.0im]","[5.552214370740115, 0.010135986584547256, 0.01227442681416404, 0.005319196672490125, 0.18935973754249633, 0.006878539681194729]","[265.4227167215396, 4.8110448630804745, 87.26077418223699]"
0.2,6,216,0,"Number[0.9049195531965598 - 2.0152436727973915im, 0.003736512864759706 - 0.010128951180337784im, 0.009460423600891105 + 0.0009270768437626459im, -0.006523703456535667 - 0.03364897044020322im, -0.013433051475672224 - 0.002520397923643126im, 0.19319354778699124 + 0.0im]","[6.096813323294783, 0.012839555344420666, 0.012553108840883087, 0.0048669824482342324, 0.19319354778699122, 0.007225402414629881]","[294.8647359918507, 5.76886222015246, 111.13920233337132]"
0.2,6,216,0,"Number[1.9294415125772466 - 2.122288788112173im, 0.0029447326064895338 - 0.0098146793239402im, 0.015021626597620663 + 0.007320355853302126im, -0.007732595674105737 - 0.03901506842031467im, -0.02418944717981413 - 0.0035547522488073493im, 0.19790732537862407 + 0.0im]","[7.356214012194778, 0.011970610642922345, 0.013086554905457865, 0.004543652055360566, 0.19790732537862413, 0.006644865903912426]","[201.7511952310007, 5.478890180707923, 95.37309194584768]"
0.2,6,216,0,"Number[-1.4866316683880787 - 0.6456776878624573im, -0.009982291460604477 + 0.040521680615807514im, 0.01214215378298329 - 0.025998836963482493im, 0.022453894066985128 - 0.029931893886300517im, 0.0009121303562786487 + 0.0008369106067747254im, 0.24049546092607108 + 0.0im]","[5.792013423865399, 0.011368541609080676, 0.011083285907966017, 0.005627615453860285, 0.2404954609260711, 0.007608231636983742]","[230.55916557514976, 4.880334130865892, 89.50673029670484]"
0.2,6,216,0,"Number[-1.1485284037706784 + 1.9668849170434428im, 0.01693184011134379 - 0.03953608121642682im, -0.007517781290869578 + 0.03453220162562433im, 0.0221574983311048 + 0.02941497887054965im, 8.003185940789608e-5 - 0.0008549697747775488im, 0.24059006304441072 + 0.0im]","[6.949717604710333, 0.011534590771020948, 0.012912567568295081, 0.004101626530911103, 0.24059006304441075, 0.008407729729598632]","[212.23247979350447, 5.032430356577466, 92.07223076800369]"
0.2,6,216,0,"Number[0.2178281730853247 - 0.43063476308586857im, -0.024676543821917994 - 0.011779836143261951im, 0.022905082546806097 - 0.006564205271578013im, 0.02450738890795934 - 0.03273983318760956im, -0.0003920636925416073 + 0.0008621481826786844im, 0.21847020322804803 + 0.0im]","[7.225517521903857, 0.012154935733565127, 0.009469172321401213, 0.005424129056080943, 0.218470203228048, 0.00703760410496395]","[227.60735115843602, 4.429785454319231, 82.12834524052943]"
0.2,6,216,0,"Number[-2.09974117496527 - 2.329802318925497im, 0.005147030503954778 - 0.025075036412691775im, 0.0064257049016831986 + 0.01826730212993946im, 0.03445742641492008 + 1.8409100494866475e-91im, 0.002895739339315265 - 7.36364019794659e-91im, 0.1772903343362134 + 0.0im]","[7.036324522130906, 0.01060272274179764, 0.012131821316606216, 0.005363085252678205, 0.17729033433621344, 0.006743225458821199]","[271.0512427136615, 4.660006230684338, 96.70794261496397]"
0.2,6,216,0,"Number[3.253081810446382 - 1.5495728274217302im, 0.025102447813977417 - 0.029407259942817055im, -0.010545554632058909 + 0.02817488513044008im, 0.03469262362533285 - 2.0241020051002605e-79im, 0.00405952052892015 + 1.349401336733507e-78im, 0.24298263276459017 + 0.0im]","[5.805976259042958, 0.013216357708095452, 0.009970883717255201, 0.004965390840625499, 0.2429826327645902, 0.00903265355672571]","[232.25465130998995, 5.20238168514717, 96.39708422909985]"
0.2,6,216,0,"Number[1.5851430965916042 + 2.3007308223506797im, 0.001261330520309413 + 0.010538830841991288im, 0.010426400344313646 - 0.00039257831840040807im, 0.03745936033290856 - 6.908934844075556e-76im, -0.00034314005406549657 + 4.421718300208356e-75im, 0.21585352754919462 + 0.0im]","[6.602514379304713, 0.01293122753371784, 0.010442427759054735, 0.0046981561186179065, 0.21585352754919468, 0.008204534402342584]","[282.80353490665715, 5.759485213539992, 88.95984805643015]"
0.2,6,216,0,"Number[4.656514658451836 + 2.6864429418362135im, 0.011193879875479599 + 0.005925944958217084im, 0.004611302954711434 - 0.012705709135779465im, 0.01929173283594406 + 0.02548240856892002im, 0.003925449702240217 - 0.0003600939325380389im, 0.23154754986399023 + 0.0im]","[6.614853564507712, 0.012198229729957908, 0.012442598173414506, 0.004263048580070181, 0.2315475498639903, 0.00725656901915425]","[243.85705505517717, 4.082987796010588, 106.85152780057345]"
0.2,6,216,0,"Number[-0.9484778532925514 + 0.8286280324998737im, -0.004073902490173889 + 0.024630871904129097im, 0.01804378106646134 - 0.01666485534139491im, -0.006972704033729295 - 0.03562362678903855im, -0.015122976321053614 - 0.0028317954349967797im, 0.20264459787583958 + 0.0im]","[5.925631370560629, 0.014464444504251113, 0.011010574528013722, 0.0045385096728754295, 0.20264459787583958, 0.007997887598516702]","[213.06112379389555, 5.544140666613774, 104.95607489022841]"
0.2,6,216,0,"Number[4.40517487182228 - 2.511359413357601im, 0.025803638908394263 - 0.03161459210252326im, -0.011324684083785605 + 0.030260505027016438im, 0.021240606166858834 - 0.02820520267791945im, -0.0005500712779936601 + 0.0011224727997787892im, 0.21073753458489197 + 0.0im]","[6.0024142150331965, 0.01132621337868884, 0.009303940037062714, 0.004856490728883278, 0.21073753458489197, 0.008911994292026309]","[221.86285551257146, 5.962098265069542, 94.95274944453882]"
0.2,6,216,0,"Number[2.238297719140246 - 2.7716118142855164im, 0.005028865746697919 - 0.008248705210635091im, 0.00986582146728706 + 0.0058742297013579005im, 0.018933394799489384 - 0.024973648312826797im, 0.00016714435212015181 + 0.0006914903663441001im, 0.1976100072317004 + 0.0im]","[6.84666858670296, 0.014194305442434933, 0.010749225313239762, 0.004041477612272241, 0.19761000723170047, 0.006518423572080899]","[282.5635885963782, 5.365026189383131, 108.304661950166]"
0.2,6,216,0,"Number[6.424418743629588 + 0.9764770695353887im, 0.01589641908497709 + 0.00019575199586088925im, -0.007155971976495099 + 0.016803818495024683im, -0.007787873236191729 + 0.039233461958890214im, -0.016382511096337093 + 0.003003281345421733im, 0.22773474545329608 + 0.0im]","[5.978970563645904, 0.013663945354843221, 0.013328398709182926, 0.004294196095956049, 0.22773474545329603, 0.007753491477315501]","[219.3331180514671, 4.891124921631393, 95.34156862535156]"
0.2,6,216,0,"Number[4.641990568425146 - 1.242733518948249im, 0.011169737276869415 - 0.005915720918275169im, 0.005951475654903517 + 0.013762406176773283im, 0.023095172296988233 + 0.030701959258139372im, 0.001940893715482093 - 0.0006661864992460844im, 0.22084579535410612 + 0.0im]","[6.535271880140904, 0.009803644055450466, 0.013699941493402177, 0.004034412003223119, 0.2208457953541061, 0.008740016934338913]","[219.00253224765544, 4.370612843139355, 88.70660562763842]"
0.2,6,216,0,"Number[4.2362612939791715 + 4.091422375745778im, 0.01260939445600914 + 0.009199572022474671im, 0.004698374006075252 - 0.016151759406294437im, -0.007579223457329394 + 0.0383956250747553im, -0.023108729907138043 + 0.0033137261374229644im, 0.21692375807761732 + 0.0im]","[7.23068847677621, 0.014325806377960711, 0.013749930901018236, 0.005237258703658511, 0.21692375807761735, 0.00628439949482338]","[208.05757793358327, 5.666889014813578, 96.84797835898314]"
0.2,6,33,1,"Number[5.502806029741662e-7, -0.3606907608874337, 0.29719268523862746, 0.004885074928240779, 0.008863003830836548, 0.18021570058375064]","[7.590949863871365, 0.011775416480554194, 0.011501425513585377, 0.004885065241937399, 0.18021570058375067, 0.00886300787731726]","[232.89635715159545, 5.7097049673670295, 111.75192344336133]"
0.2,7,87,1,"Number[4.026154069072972, 0.007652565962754588, 0.01000858614898927, 0.0039014597513213163, 0.006678131038305554, 0.16593555582025127]","[6.7514066997616435, 0.011545517746963605, 0.011798942336731191, 0.0039014598238645355, 0.16593555582025118, 0.006678131013690472]","[239.33463248420915, 4.477683654880575, 118.00653410686203]"
0.2,7,41,1,"Number[3.8604703676080288, 0.00886612414578379, 0.009133469321148115, 0.0037705656479715844, 0.006957497958729679, 0.22331171900766253]","[6.1200040172144226, 0.010777951900259746, 0.012561657208935416, 0.0037705656976662477, 0.22331171900766256, 0.006957497925204916]","[254.26999000547227, 5.98457230810051, 116.91967543579413]"
0.2,7,248,1,"Number[4.659088681381982, 0.008703259591485294, 0.009349300540681244, 0.004685822742344995, 0.008688346733338707, 0.24322103557740787]","[7.330228037907222, 0.010504800839115936, 0.013468079519066506, 0.004685822816429389, 0.2432210355774078, 0.008688346694271019]","[264.5396636373505, 4.68421654512456, 89.86013964670934]"
0.2,7,212,1,"Number[4.0753881324847, 0.008780209359805887, 0.008551963184728341, 0.004949512278066254, 0.00783922865850538, 0.17844252460184973]","[5.457165245952795, 0.009698979891194604, 0.01108126504627586, 0.004949513220338257, 0.17844252460184978, 0.007839228280802904]","[268.7042053494492, 5.567878779855002, 118.31316512868537]"
0.2,7,331,1,"Number[4.046064352761117, 0.005835101237045121, 0.010993768301644237, 0.004709058017929582, 0.008107457388628682, 0.22378237455528224]","[7.028296786652496, 0.014085852574552003, 0.010763268309281477, 0.00470905827060094, 0.22378237455528222, 0.008107457309042755]","[259.4998788247804, 4.391457836081094, 106.39187313987449]"
0.2,7,159,1,"Number[4.305606246616043, 0.008217679480029822, 0.010079996068152396, 0.005209232117926548, 0.008546737570803736, 0.19355667621942357]","[5.376272909782307, 0.01073795551120567, 0.0100492327582361, 0.005209233139757945, 0.19355667621942368, 0.008546737259519844]","[204.36115247576146, 4.849118176754205, 111.67843874912315]"
0.2,7,129,1,"Number[4.12205479028309, 0.008313035016961968, 0.008778877554462043, 0.004553287723064352, 0.008218668252433834, 0.18968891300191285]","[6.494801973595907, 0.010916686103199371, 0.012163215453736298, 0.0045532879844590035, 0.18968891300191282, 0.008218668158667666]","[296.61495403247216, 4.838642142784222, 112.04426328051886]"
0.2,7,204,1,"Number[4.94312540848111, 0.008068166237636782, 0.010085147548267406, 0.00556773528690853, 0.007497522277674067, 0.22752608629801083]","[7.572917416865451, 0.010794483055809618, 0.011714112597601417, 0.005567737167206545, 0.2275260862980109, 0.007497521435383715]","[208.98515754594058, 5.694893129822276, 110.06361244329497]"
0.2,7,130,1,"Number[4.162581253730868, 0.00851808437709022, 0.009357931324738281, 0.005301300336263788, 0.007319402672960482, 0.17893452402265447]","[6.1672178714556996, 0.01138238402651726, 0.011692803599768143, 0.005301301950939598, 0.1789345240226545, 0.007319402014429081]","[260.12285987488485, 5.612698981369962, 115.53913014305412]"
0.2,7,204,1,"Number[4.363937556005887, 0.0053771067640912655, 0.01150922292730373, 0.004949155237499756, 0.008822925060170633, 0.20120466282854796]","[7.642018612490256, 0.014368867529021763, 0.011596326496483546, 0.004949155324856051, 0.20120466282854804, 0.008822925014981699]","[255.4419611251712, 4.515669823030718, 85.03693218667458]"
0.2,7,277,1,"Number[3.9556508783927584, 0.008525959558876544, 0.010559764619223304, 0.005023974337615915, 0.006572155365954082, 0.19309556880134537]","[5.765245689576906, 0.01279791027135689, 0.01203371804150189, 0.00502397465563526, 0.19309556880134532, 0.006572155150398872]","[233.95525972716007, 5.758038735286533, 99.0001716877363]"
