sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
1,0.05,2,4,1,2,"(b = 6.866208040752311, c_ea = 0.011431631310864596, c_el = 0.011552348763495915, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.860693558165616, c_el = 0.011561406427880078, c_ea = 0.011422703280116133, c_pa = 0.21096342613867483, mu_l = 0.004551171818789968, mu_a = 0.00794158932215175)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.866208040752311, 0.011431631310864596, 0.011552348763495915], [12.95900646059042, 0.019035750377167274, 0.011118127641784928], [9.39271996052906, 0.013636776705186747, 0.01941178417856183], [1.0031891984157615, 0.0592195121388215, -0.01883196575095678]]","[[0.03367491237840231, 0.1350147527490181], [0.004441627527741283, 0.008841419090361463]]",[[0.2109634261386748]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
2,0.05,2,4,1,2,"(b = 6.650206394670764, c_ea = 0.010999071918893655, c_el = 0.01244666729554406, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.650416619436996, c_el = 0.01244689241013829, c_ea = 0.010999370853827586, c_pa = 0.20283438126683165, mu_l = 0.004616039811256398, mu_a = 0.007868870756219937)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.650206394670764, 0.010999071918893655, 0.01244666729554406], [12.202333042054653, 0.01770199541751596, 0.01240108488388971], [0.6447323628699161, 0.06824731471661147, -0.02455771306327085], [9.331165066987271, 0.013795784134731868, 0.018517413803816656]]","[[0.0338082156968662, 0.1366791236681006], [0.0045044886499757434, 0.008796990464522175]]",[[0.2028343812668316]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
3,0.05,2,4,1,2,"(b = 6.522856439665781, c_ea = 0.011478862782961601, c_el = 0.012261300336153023, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.52270590809023, c_el = 0.012261524670827815, c_ea = 0.011478580071256073, c_pa = 0.20631170488904352, mu_l = 0.004484938706756513, mu_a = 0.0077724029538923526)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.388138995420194, 0.017684130318609395, 0.012148629155008554], [8.74137959058365, 0.013804070878872874, 0.018698788433883673], [0.216361568918048, 0.10107797105225695, -0.05119604938352728], [6.522856439665781, 0.011478862782961601, 0.012261300336153023]]","[[0.03384325239167652, 0.13657089341074324], [0.004367438435836159, 0.008672594291460651]]",[[0.2063117048890436]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
4,0.05,2,4,1,2,"(b = 6.531700985858525, c_ea = 0.012077734482288468, c_el = 0.011744384641864324, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.531154837006256, c_el = 0.011746440472616223, c_ea = 0.012075697152474571, c_pa = 0.21414593463018072, mu_l = 0.004779988045289969, mu_a = 0.007442414529944593)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.20759505904227302, 0.10128343804174261, -0.05313835172579957], [8.347020296083144, 0.0138009070796752, 0.019174404352489665], [6.531700985858525, 0.012077734482288468, 0.011744384641864324], [11.07501473597475, 0.018209686189245827, 0.011465297002206814]]","[[0.033363680696796544, 0.13169005933739816], [0.00468677668743219, 0.008381217468624226]]",[[0.21414593463018078]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
5,0.05,2,4,1,2,"(b = 6.839320628781287, c_ea = 0.011365915159564388, c_el = 0.012026141501238928, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.838146341273499, c_el = 0.012027797201228761, c_ea = 0.011364059036422245, c_pa = 0.21365138468327152, mu_l = 0.00457093486638416, mu_a = 0.007596682465214288)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.493839571893965, 0.01825755420468024, 0.011795738497238112], [0.7862038790152307, 0.06385399001901369, -0.021839577812929847], [9.238317348472382, 0.013629027489598385, 0.019021994824524248], [6.839320628781287, 0.011365915159564388, 0.012026141501238928]]","[[0.03357746720214801, 0.13361806554566588], [0.00446481910923792, 0.008493684971768122]]",[[0.2136513846832716]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
6,0.05,2,4,1,2,"(b = 6.316485315813067, c_ea = 0.011886897632906238, c_el = 0.011895712700775949, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.316044606661832, c_el = 0.011896982247255326, c_ea = 0.011885601639794251, c_pa = 0.2017056334772111, mu_l = 0.0047123411309359054, mu_a = 0.00749861494536406)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[10.78829607949986, 0.018002049573978895, 0.011667709380329265], [8.274181129943187, 0.013932812166185202, 0.018946532954599568], [6.316485315813067, 0.011886897632906238, 0.011895712700775949], [0.08927037794735214, 0.14243634128947683, -0.08618579802096277]]","[[0.004606229813275004, 0.008446703692292435], [0.03373027609107491, 0.1357141075733063]]",[[0.20170563347721118]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
7,0.05,2,4,1,2,"(b = 6.616855457480308, c_ea = 0.012079733877777683, c_el = 0.011980742963345099, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.616946131322437, c_el = 0.011981530646482226, c_ea = 0.012078663406215683, c_pa = 0.21440643333873152, mu_l = 0.004478086967346183, mu_a = 0.007775094308376778)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.616855457480308, 0.012079733877777683, 0.011980742963345099], [0.09408221301798764, 0.14077044894102222, -0.08435762081242247], [8.280017785490736, 0.01364811153608945, 0.019082264312081737], [10.913047605449343, 0.01774576108547953, 0.011795524031352473]]","[[0.004366504842061381, 0.00865607505368926], [0.03365344986710633, 0.13436974457518674]]",[[0.2144064333387316]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
8,0.05,2,4,1,2,"(b = 6.823975633192824, c_ea = 0.011390873161379978, c_el = 0.011743072092359105, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.820626000406452, c_el = 0.0117483273767662, c_ea = 0.011385475273970175, c_pa = 0.2103718123859687, mu_l = 0.00490301294185855, mu_a = 0.007718326857587887)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[9.369132979351331, 0.013726891766921198, 0.019189520970070612], [6.823975633192824, 0.011390873161379978, 0.011743072092359105], [12.81664172034586, 0.018861629077291626, 0.011362583104150767], [1.2161985885996602, 0.05515140383355673, -0.015235151159755373]]","[[0.03335104914685335, 0.13220222901282086], [0.004813992118483097, 0.008695634639215237]]",[[0.2103718123859688]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
9,0.05,2,4,1,2,"(b = 6.457152579716734, c_ea = 0.011924643053373691, c_el = 0.011602434236155791, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.454289282170006, c_el = 0.011606657023307845, c_ea = 0.011919373615660391, c_pa = 0.2151243571223031, mu_l = 0.004769417300896021, mu_a = 0.0074614848432097616)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.322894681224161, 0.01854295095526336, 0.011256937479910615], [0.2941829289540395, 0.08867433006790111, -0.04317645835367819], [8.501062676999515, 0.013900804461204667, 0.019216691609632706], [6.457152579716734, 0.011924643053373691, 0.011602434236155791]]","[[0.03335067876018401, 0.13152935832194498], [0.004676265660263718, 0.008395991255606921]]",[[0.21512435712230318]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
10,0.05,2,4,1,2,"(b = 6.614469590555712, c_ea = 0.011136458308679625, c_el = 0.012202485193664967, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.6142466582117905, c_el = 0.012203512166106994, c_ea = 0.011136026944393052, c_pa = 0.19938401714437842, mu_l = 0.004481100504428925, mu_a = 0.007882234394924253)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.4945884411449675, 0.07501521431001246, -0.030447043804319934], [12.182538285888514, 0.017991344471479535, 0.012050247898274285], [9.21106860302553, 0.01378870045736951, 0.01874766804281782], [6.614469590555712, 0.011136458308679625, 0.012202485193664967]]","[[0.004357642294458127, 0.008798248999069138], [0.03401959848403598, 0.1387115078153732]]",[[0.1993840171443784]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
11,0.05,2,4,1,2,"(b = 6.397215941406786, c_ea = 0.011035271523722644, c_el = 0.01164166378211853, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.395589920512314, c_el = 0.011652623167489886, c_ea = 0.011031577096601308, c_pa = 0.21151063064967157, mu_l = 0.00487847046808591, mu_a = 0.007964075737650624)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.646591887332947, 0.01921493001354229, 0.011182174939098696], [9.451808763697864, 0.014141667763086077, 0.01896791997153399], [6.397215941406786, 0.011035271523722644, 0.01164166378211853], [1.1635018274296864, 0.055487156383883275, -0.015674980593574906]]","[[0.004788774779357136, 0.008933014150185884], [0.03335626561853886, 0.13243169326809978]]",[[0.2115106306496716]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
12,0.05,2,4,1,2,"(b = 6.729923753535497, c_ea = 0.010988720561660422, c_el = 0.01187342027298595, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.730165566292793, c_el = 0.011879283343333453, c_ea = 0.010988445463668265, c_pa = 0.2080608465563152, mu_l = 0.004738545627094337, mu_a = 0.007286494429281634)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.729923753535497, 0.010988720561660422, 0.01187342027298595], [13.14557970396037, 0.018826783002175728, 0.011528979744808066], [9.672863231060889, 0.013816558839540305, 0.0189989630191156], [1.3566537130712675, 0.05352145827147584, -0.013714554539526521]]","[[0.033543314158804065, 0.13344456192796192], [0.004638748803062485, 0.008227179841655906]]",[[0.2080608465563152]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
13,0.05,2,4,1,2,"(b = 6.288103370880532, c_ea = 0.01152486055085578, c_el = 0.012022308793363953, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.287211029867391, c_el = 0.012023509316618433, c_ea = 0.011523312889599888, c_pa = 0.20259911381870951, mu_l = 0.004714039200515746, mu_a = 0.0075926872174183315)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.601863330443214, 0.014032923744668302, 0.018748444245763517], [0.2046099501374727, 0.10203177673170635, -0.05279997978125854], [11.183204963360906, 0.01807057100427362, 0.011811673759253434], [6.288103370880532, 0.01152486055085578, 0.012022308793363953]]","[[0.004608658813877983, 0.008539403434349904], [0.03371081179653036, 0.135589983817155]]",[[0.2025991138187096]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
14,0.05,2,4,1,2,"(b = 6.316746080766276, c_ea = 0.012056678621863817, c_el = 0.012327960788536749, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.3148040106415015, c_el = 0.012328422462315193, c_ea = 0.012052449133729716, c_pa = 0.20404236615124607, mu_l = 0.004499265219999131, mu_a = 0.007403991145831762)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.0003034710879425116, 2.064938887058763, -1.6185522902917553], [6.316746080766276, 0.012056678621863817, 0.012327960788536749], [10.049344936741763, 0.01716706613706813, 0.012261251792444309], [7.931014922493434, 0.013810223713269572, 0.018658175402550024]]","[[0.033870078536621974, 0.13655800411976302], [0.00438107682284975, 0.008310876972689916]]",[[0.204042366151246]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
15,0.05,2,4,1,2,"(b = 6.376199311591194, c_ea = 0.011432823168658506, c_el = 0.011634740098547643, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.371934613092685, c_el = 0.011641802511585517, c_ea = 0.011425519501768589, c_pa = 0.201823078091291, mu_l = 0.00469244306800696, mu_a = 0.007277107037449997)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.924333135711551, 0.014011746277206532, 0.019088537185886774], [11.884944513919256, 0.018769256508176235, 0.011260101156435878], [6.376199311591194, 0.011432823168658506, 0.011634740098547643], [0.4451669914868156, 0.0768289645122371, -0.03326352438902558]]","[[0.033737196743676284, 0.13550994271983435], [0.004585261225465054, 0.00822074575859845]]",[[0.2018230780912908]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
16,0.05,2,4,1,2,"(b = 6.379384277246211, c_ea = 0.011238391331703254, c_el = 0.01174578087856367, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.376744183929774, c_el = 0.011752156217805664, c_ea = 0.011233665044588175, c_pa = 0.1968353314818297, mu_l = 0.004696805664768209, mu_a = 0.007295976846843021)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[9.097355338949498, 0.014030632366734484, 0.01897266622661889], [12.093148222381945, 0.01871616900860166, 0.011397095257791014], [6.379384277246211, 0.011238391331703254, 0.01174578087856367], [0.5291827331034238, 0.07246661784488381, -0.029415328161993125]]","[[0.033854798269374105, 0.13689712989413305], [0.004586114742803283, 0.008250902530667148]]",[[0.1968353314818296]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
17,0.05,2,4,1,2,"(b = 6.532964310305485, c_ea = 0.011981095315268487, c_el = 0.012225637287585139, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.532552292826169, c_el = 0.012226000300633769, c_ea = 0.011979589919437126, c_pa = 0.21327933874212268, mu_l = 0.004733025386481414, mu_a = 0.00783950243625214)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.273684725328016, 0.013764008526162693, 0.01877779198325351], [6.532964310305485, 0.011981095315268487, 0.012225637287585139], [10.70817657439263, 0.01750171359355144, 0.012110965550364575], [0.11730515703017583, 0.127307866152642, -0.07240221115610544]]","[[0.033444366701412036, 0.1328551966501918], [0.004636371747904752, 0.008769493005173516]]",[[0.2132793387421228]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
18,0.05,2,4,1,2,"(b = 6.496650178779943, c_ea = 0.011396082019567186, c_el = 0.012100173712096577, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.495887475564974, c_el = 0.0121011864542539, c_ea = 0.01139482569882067, c_pa = 0.20188596452834137, mu_l = 0.004797492476103741, mu_a = 0.007707034375081352)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.910537586850822, 0.013911300837208934, 0.018759518035049327], [11.715572419714265, 0.018089271635070417, 0.01190523718323887], [0.43957950329070133, 0.07713989006736019, -0.032434555518396975], [6.496650178779943, 0.011396082019567186, 0.012100173712096577]]","[[0.033654470404750246, 0.1353177869639554], [0.004696638740273841, 0.008673372487969998]]",[[0.2018859645283416]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
19,0.05,2,4,1,2,"(b = 6.463091820320397, c_ea = 0.01155101277595899, c_el = 0.011756056380730386, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.460126946134866, c_el = 0.011760026795789453, c_ea = 0.0115460681342139, c_pa = 0.20824687513459236, mu_l = 0.004850923132403959, mu_a = 0.007624103414819493)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.793810074280882, 0.018594764629557482, 0.011422991665923511], [8.860154858745267, 0.013963932284061507, 0.019024408244588113], [6.463091820320397, 0.01155101277595899, 0.011756056380730386], [0.5201676432736161, 0.07236598237163759, -0.02934127317387637]]","[[0.004757642848827417, 0.008591353746474649], [0.03344724489650978, 0.13303752036109798]]",[[0.2082468751345924]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
20,0.05,2,4,1,2,"(b = 6.636612352491359, c_ea = 0.011067023161305504, c_el = 0.01198871904447897, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.6362931709731, c_el = 0.011992141380038067, c_ea = 0.011066196796042383, c_pa = 0.21220837657972746, mu_l = 0.004536712040870145, mu_a = 0.007507430874697533)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.8766060139444868, 0.061486767396450516, -0.019995961802276897], [6.636612352491359, 0.011067023161305504, 0.01198871904447897], [9.429854874902597, 0.013843273104280983, 0.018888347283248404], [12.649896582519974, 0.018484810934961723, 0.011723114286144549]]","[[0.033640972708708944, 0.134146028454828], [0.004427362237588149, 0.008401752952479623]]",[[0.2122083765797276]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
21,0.05,2,4,1,2,"(b = 6.914466424770411, c_ea = 0.011685468392748945, c_el = 0.012511786108375687, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.913976460868296, c_el = 0.012511873160741885, c_ea = 0.01168453668507764, c_pa = 0.21559804604015628, mu_l = 0.004525408579666276, mu_a = 0.00799327936397587)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.445071245995424, 0.017197653664519384, 0.012501666481222928], [0.312055904411902, 0.08842409408389881, -0.04037026238984918], [8.741956650397498, 0.013453501620465717, 0.018735264901311006], [6.914466424770411, 0.011685468392748945, 0.012511786108375687]]","[[0.03358884509352083, 0.1340000963428279], [0.004417710571421265, 0.008879059805636325]]",[[0.2155980460401564]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
22,0.05,2,4,1,2,"(b = 6.538323367535, c_ea = 0.011132833212259096, c_el = 0.011571338242339994, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.535182517063438, c_el = 0.01158322346243832, c_ea = 0.01112676833401327, c_pa = 0.20556811421141657, mu_l = 0.004726978632159783, mu_a = 0.007564822117471408)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.802158875237579, 0.019200765594840387, 0.011108221491463788], [6.538323367535, 0.011132833212259096, 0.011571338242339994], [9.464770882986736, 0.013970592869815833, 0.019149347026079132], [1.0538948055057902, 0.05774372252238513, -0.01761604373758388]]","[[0.033625638326565496, 0.1346266595407699], [0.0046245821527824815, 0.00850822426777577]]",[[0.2055681142114164]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
23,0.05,2,4,1,2,"(b = 6.557982355198675, c_ea = 0.01184654352524072, c_el = 0.011750884791780521, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.556183050275157, c_el = 0.011753508720811665, c_ea = 0.011843226772760423, c_pa = 0.20671474233660403, mu_l = 0.004865996450966946, mu_a = 0.0073668410085616694)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.615866671173103, 0.01382980993792538, 0.019137080797842015], [11.492955929391432, 0.018388380779032636, 0.011447562292236648], [0.3613170088073745, 0.08246181522120448, -0.03764009309972528], [6.557982355198675, 0.01184654352524072, 0.011750884791780521]]","[[0.033459888803050904, 0.13297015341551657], [0.004772622180128468, 0.008340464080796415]]",[[0.206714742336604]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
24,0.05,2,4,1,2,"(b = 6.86052353332123, c_ea = 0.01193464147294818, c_el = 0.012265994642494124, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.860094164286915, c_el = 0.012266293295984209, c_ea = 0.011933285830062043, c_pa = 0.2023367875703261, mu_l = 0.004494939687767778, mu_a = 0.00733612235359728)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.86052353332123, 0.01193464147294818, 0.012265994642494124], [11.214552967700273, 0.017381457024030975, 0.012172654516389337], [0.14372927524664442, 0.11972609569169779, -0.06607022804314353], [8.495521484434452, 0.013436714383590266, 0.018978540196106584]]","[[0.004375105932182698, 0.008246284047049477], [0.03391283831194936, 0.1369708948691022]]",[[0.202336787570326]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
25,0.05,2,4,1,2,"(b = 6.283660952782868, c_ea = 0.01191717395963836, c_el = 0.012464452872172536, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.281847397744419, c_el = 0.012464712732471989, c_ea = 0.011913607457935694, c_pa = 0.19572259429983738, mu_l = 0.00451798618577241, mu_a = 0.007391307198870185)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[10.044304531980238, 0.017033418379190295, 0.012441857686022871], [4.327968349894482e-7, -54.19271126244867, 42.97313374224653], [6.283660952782868, 0.01191717395963836, 0.012464452872172536], [7.99476301244711, 0.013838013672371904, 0.018507579119311134]]","[[0.004394309807605188, 0.008320056772076556], [0.03405403905750852, 0.1387389647956429]]",[[0.1957225942998372]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
