sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
14,0.5,2,4,1,2,"(b = 4.155015196679357, c_ea = 0.008653000040503577, c_el = 0.006708680307103746, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 4.541226074782995, c_el = 0.0067088790250553615, c_ea = 0.00974408958012778, c_pa = 0.10333442852716859, mu_l = 0.0054654439167859895, mu_a = 0.007134596641113405)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[14.23326280262147, 0.022077554811453754, 0.008004148153107363], [4.155015196679357, 0.008653000040503577, 0.006708680307103746], [0.7364476496101684, -0.03065266857676838, 0.0459140254223762], [14.32845949019652, 0.02252358087672784, 0.0072150132080786335]]","[[0.005367836417293333, 0.00840393214914454], [0.03419549532700045, 0.14334772118166472]]",[[0.1033344285271684]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
15,0.5,2,2,1,2,"(b = 4.721219771155934, c_ea = 0.007757032229524951, c_el = 0.013281822699379508, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.610451238455088, c_el = 0.011973426721233391, c_ea = 0.009826335443062972, c_pa = 0.26007735551951844, mu_l = 0.006112221029191602, mu_a = 0.0060051952766485015)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[4.721219771155934, 0.007757032229524951, 0.013281822699379508], [0.44706865926908446, -0.03930745166739404, 0.044534272180176096]]","[[0.030018113045764096, 0.09928233954841338], [0.006089349069884439, 0.007503334673379279]]",[[0.2600773555195184]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
16,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 4.705273084886589, c_el = 0.016848767602762292, c_ea = 0.014306381787717572, c_pa = 0.21475611947907308, mu_l = 0.005952279082129697, mu_a = 0.010028596071285183)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.005919251680875925, 0.011439778152625708], [0.031331292659654786, 0.1160150544499862]]",[[0.2147561194790732]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
17,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.869978696561901, c_el = 0.018123766778703254, c_ea = 0.006598571358545354, c_pa = 0.2468589462744774, mu_l = 0.004200066295391278, mu_a = 0.009554834560475902)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.03219657944351037, 0.11938496484050394], [0.004121782670158109, 0.01025513426218244]]",[[0.2468589462744776]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
18,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.232739981302948, c_el = 0.013136498220939222, c_ea = 0.01701177061653736, c_pa = 0.23796317428602837, mu_l = 0.004474900586544584, mu_a = 0.005405616792353437)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.0044063646124670435, 0.006167727559447738], [0.031985754488871115, 0.11386955522898559]]",[[0.2379631742860284]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
19,0.5,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.469406044551104, c_el = 0.013657817767868403, c_ea = 0.008408321854772792, c_pa = 0.15573410744108312, mu_l = 0.005641739979843269, mu_a = 0.0088129706856343)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[2.861426416820563, -0.0026360473139341676, 0.02014733601129806], [1.4893819137246798, -0.014444358351560238, 0.027533926165512288]]","[[0.005580546554194942, 0.010094649524979184], [0.03290278243613978, 0.13077176912957034]]",[[0.1557341074410832]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
20,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 4.030139118677351, c_el = 0.015902856823078987, c_ea = 0.008895222340541522, c_pa = 0.12457442468440849, mu_l = 0.004364913528914355, mu_a = 0.005376798504992661)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.004208091053402653, 0.006358675577170231], [0.034675050078951546, 0.14390576294933383]]",[[0.1245744246844084]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
21,0.5,2,2,1,2,"(b = 7.714296673622442, c_ea = 0.006920834038564374, c_el = 0.009777054563909494, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.8149493969229535, c_el = 0.009640120090836035, c_ea = 0.0073927725299693745, c_pa = 0.17865081703527064, mu_l = 0.005007332331984089, mu_a = 0.00784119539353911)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[2.9045369629565148, 0.06113106064913097, -0.016184876949770152], [7.714296673622442, 0.006920834038564374, 0.009777054563909494]]","[[0.004931044104716748, 0.008836401065335247], [0.03293018729435976, 0.12824160388704275]]",[[0.1786508170352708]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
22,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.842532199334546, c_el = 0.016835328721389528, c_ea = 0.015234821784548592, c_pa = 0.2735658808307964, mu_l = 0.0046328264007381515, mu_a = 0.011341317022358712)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.004585562815783037, 0.0121026759509093], [0.03126102974406744, 0.1127140819601372]]",[[0.2735658808307964]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
23,0.5,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.487744284836623, c_el = 0.008726004619696503, c_ea = 0.007215807198156494, c_pa = 0.1918975788029325, mu_l = 0.004271487846381566, mu_a = 0.010634310284468795)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[5.846036131834808, 0.005613330575345462, 0.008933769799386624], [1.2595625346931651, 0.07940016053220597, -0.02898611475947151]]","[[0.033425049406303226, 0.13428106517981253], [0.0041608918812221785, 0.01145216300882528]]",[[0.1918975788029324]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
24,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.903779394889808, c_el = 0.018068641264084754, c_ea = 0.014751302883767498, c_pa = 0.29415208818990646, mu_l = 0.004489984396802328, mu_a = 0.005218863580482867)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.03070314553863804, 0.10046988366166867], [0.004447249848113688, 0.005913334489044727]]",[[0.2941520881899064]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
25,0.5,2,4,1,2,"(b = 9.888326784784939, c_ea = 0.01586680374714097, c_el = 0.006493684656238769, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 9.845535643185983, c_el = 0.006494432364830104, c_ea = 0.01581979058418368, c_pa = 0.21134192369151306, mu_l = 0.002842586009576618, mu_a = 0.005080883604816294)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[5.799264113157371, 0.005365542483458982, 0.020074863924315234], [12.891567750824565, 0.016304888876477804, 0.012414352695701503], [9.888326784784939, 0.01586680374714097, 0.006493684656238769], [13.808130291870752, 0.01938406141803719, 0.006509589891369948]]","[[0.034121384613015115, 0.13174446468048534], [0.0026304610616038806, 0.0059958502133348225]]",[[0.2113419236915132]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
26,0.5,2,2,1,2,"(b = 8.357297178821394, c_ea = 0.01011729780503058, c_el = 0.009649334995891575, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 8.347183354214733, c_el = 0.009593173387269832, c_ea = 0.010180668566164928, c_pa = 0.3005509465114421, mu_l = 0.004687244954571642, mu_a = 0.0042213677402857305)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[0.8250184029671177, 0.08629557234281282, -0.03299084241606605], [8.357297178821394, 0.01011729780503058, 0.009649334995891575]]","[[0.004652492389266579, 0.004970173652141453], [0.03034375567700244, 0.09652434003306319]]",[[0.30055094651144204]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
27,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.315038832297624, c_el = 0.017864569714246586, c_ea = 0.0058288018618849755, c_pa = 0.22742985484583927, mu_l = 0.007024422329794191, mu_a = 0.007837188514642737)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.029993805580154534, 0.10324459676049395], [0.006998202480538758, 0.010068015469000944]]",[[0.2274298548458392]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
28,0.5,2,4,1,2,"(b = 7.037885075736888, c_ea = 0.009549741678561631, c_el = 0.006742198642311075, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.4410717674940585, c_el = 0.006740146301140729, c_ea = 0.010234820565160084, c_pa = 0.2756243497460397, mu_l = 0.004820847512215375, mu_a = 0.004172936620190868)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[21.988633548377347, 0.021450489340648922, 0.008293845540396184], [22.226690696619052, 0.022138526184262472, 0.00747099515709564], [0.03794381992693771, 0.37827991884817874, -0.23163924955789167], [7.037885075736888, 0.009549741678561631, 0.006742198642311075]]","[[0.004781554221203968, 0.004989745894026425], [0.03077593862303942, 0.10119364702938112]]",[[0.2756243497460396]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
29,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.245554130081682, c_el = 0.01801325085930737, c_ea = 0.009505903765452097, c_pa = 0.268214845535902, mu_l = 0.005626833269032369, mu_a = 0.008537719432601535)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.030370618352087323, 0.10391153120996743], [0.005600967238141298, 0.009730755926859005]]",[[0.26821484553590197]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
30,0.5,2,4,1,2,"(b = 8.222535386303786, c_ea = 0.014319185602663738, c_el = 0.006388122122066227, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 8.222769025752893, c_el = 0.0063885153677195085, c_ea = 0.014319336591032846, c_pa = 0.2704780412824607, mu_l = 0.0029622125597386214, mu_a = 0.005076386336515731)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[8.222535386303786, 0.014319185602663738, 0.006388122122066227], [13.934937543230664, 0.017872724246520626, 0.011410496809513818], [3.82443948444134, -0.000548442744845673, 0.02431887424839742], [14.874784227696805, 0.020711865332735377, 0.00637109120534703]]","[[0.0028204032806574022, 0.005742633119079151], [0.03265226857406232, 0.11552975498356291]]",[[0.27047804128246083]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
31,0.5,2,2,1,2,"(b = 7.612030587482057, c_ea = 0.013796345175734324, c_el = 0.008342853669718887, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.635097329692847, c_el = 0.00830040810240245, c_ea = 0.013835772874081574, c_pa = 0.188147632595486, mu_l = 0.003830243189680966, mu_a = 0.00706948902039517)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[2.86594437185859, -0.000236771717686853, 0.02318371468593718], [7.612030587482057, 0.013796345175734324, 0.008342853669718887]]","[[0.03378757104584874, 0.1333941629298031], [0.0036858587515678646, 0.007878477400744644]]",[[0.18814763259548598]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
32,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.359980862231318, c_el = 0.01285104677750919, c_ea = 0.012851352118776777, c_pa = 0.12698280360502376, mu_l = 0.005254163053953271, mu_a = 0.00739296190171849)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.033861663066926506, 0.13909796411307376], [0.005159921422795251, 0.008547975454324444]]",[[0.126982803605024]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
33,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.703348174148553, c_el = 0.014652297799591594, c_ea = 0.013717318673923489, c_pa = 0.11910371746451522, mu_l = 0.005517438496024457, mu_a = 0.0038298173743414703)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.033650271773210276, 0.1338679897100068], [0.005433587496560789, 0.005094357666482734]]",[[0.1191037174645152]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
34,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.78435966748343, c_el = 0.013489399984603585, c_ea = 0.016032676005037303, c_pa = 0.14523204843856227, mu_l = 0.006678267378161469, mu_a = 0.008593446088373693)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.032181714680300844, 0.12547477305266622], [0.006639930181111395, 0.01054733990852357]]",[[0.1452320484385624]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
35,0.5,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.273994560838542, c_el = 0.012963118388683727, c_ea = 0.008744573159158487, c_pa = 0.1959198444287819, mu_l = 0.0028177971472322285, mu_a = 0.005545278056770917)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[2.542444643555326, -0.006117948988259003, 0.02307488878130542], [4.619301034992313, 0.0029542023347579934, 0.0168253923606258]]","[[0.03451961503863129, 0.13681277221703342], [0.002584778856984921, 0.006536919894302743]]",[[0.195919844428782]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
36,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 3.484394859192914, c_el = 0.010213157804456127, c_ea = 0.015955794388493014, c_pa = 0.2890020675260567, mu_l = 0.005478459478836674, mu_a = 0.007321730129282009)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.005454849871557341, 0.008424159305545664], [0.0299958627614417, 0.09860805312777703]]",[[0.2890020675260568]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
37,0.5,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 3.4935500836849744, c_el = 0.012384461065988775, c_ea = 0.0076063917510595675, c_pa = 0.223744304603395, mu_l = 0.00448738907757242, mu_a = 0.006238821941570336)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[3.261410110231285, 0.006427621109500079, 0.01336875431014192], [1.518087872549975, -0.004359196701652588, 0.022534818181955664]]","[[0.004411448744132181, 0.00702637680713372], [0.03232727875369148, 0.11840943578675427]]",[[0.22374430460339478]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
38,0.5,2,2,1,2,"(b = 3.5441920036368306, c_ea = 0.012462873161423513, c_el = 0.009780462034757876, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 3.5768127223852044, c_el = 0.009572567225655668, c_ea = 0.012578479990622289, c_pa = 0.16111714668042776, mu_l = 0.0027166650157910395, mu_a = 0.008168577729729466)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))","[[3.5441920036368306, 0.012462873161423513, 0.009780462034757876], [2.7567498741887086, 0.00941341585494191, 0.01553716584475943]]","[[0.0024250109363282758, 0.0093796163954501], [0.035531616023562244, 0.15133882982563104]]",[[0.1611171466804276]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
39,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.611430775592246, c_el = 0.017948959405561155, c_ea = 0.007323419404845776, c_pa = 0.260099551441095, mu_l = 0.00422887815447503, mu_a = 0.008102153821625937)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.03181532175208805, 0.11396150680735047], [0.004159834557934339, 0.008783857228618496]]",[[0.26009955144109476]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
40,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.264417156279324, c_el = 0.01595148483226468, c_ea = 0.010405702471317071, c_pa = 0.24317137483291723, mu_l = 0.005993897399731226, mu_a = 0.008428676291505434)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.03059413636215341, 0.10704577160006791], [0.0059674939562913455, 0.009853516853601958]]",[[0.2431713748329172]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
41,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.591962500913187, c_el = 0.01721454439745676, c_ea = 0.01032794539428868, c_pa = 0.27363632692743145, mu_l = 0.0029109032840073023, mu_a = 0.008356003507778015)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.0027664207832195087, 0.009027047146798327], [0.03274985704378852, 0.11969187366360273]]",[[0.27363632692743156]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
42,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 7.709574218816378, c_el = 0.010177394894328682, c_ea = 0.016061263691826994, c_pa = 0.1847679579902765, mu_l = 0.006954841746911033, mu_a = 0.008735755766654144)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.031046220768330312, 0.11442673080691639], [0.006925542681685431, 0.010909325038843686]]",[[0.18476795799027682]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
43,0.5,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 5.410678166008332, c_el = 0.014330339844465018, c_ea = 0.017084012482991327, c_pa = 0.2476966629046471, mu_l = 0.005585407812562811, mu_a = 0.011241199512502822)","(b = RealInterval{Float64}(3.299, 9.897), c_el = RealInterval{Float64}(0.006045, 0.018135), c_ea = RealInterval{Float64}(0.005775, 0.017325), c_pa = RealInterval{Float64}(0.10275, 0.30824999999999997), mu_l = RealInterval{Float64}(0.00235, 0.007050000000000001), mu_a = RealInterval{Float64}(0.0038145, 0.0114435))",Vector{Float64}[],"[[0.005554053907184586, 0.012422468457913415], [0.03097053457554664, 0.11250157390923948]]",[[0.2476966629046472]],"[0.5504945177452479, 1.2524801740773013, 0.9172770757785544]"
