sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
32,0.2,2,4,1,2,"(b = 6.4994287973900375, c_ea = 0.013765058263840285, c_el = 0.010313687211435028, mu_l = 0.2425790588434964, c_pa = 0.0, mu_a = 0.0)","(b = 6.496528010694565, c_el = 0.01031335951297059, c_ea = 0.013760270194600894, c_pa = 0.004235494555906022, mu_l = 0.24257905884349645, mu_a = 0.00886450631178009)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[0.6230739483642298, -0.023499893065861935, 0.0459106950640852], [9.104404464180707, 0.016643668506325145, 0.015043583456851275], [6.4994287973900375, 0.013765058263840285, 0.010313687211435028], [10.328630891862563, 0.018749470685822327, 0.010401952319272649]]","[[0.0039852640507130385, 0.010074255443900879], [0.03688808801688655, 0.17289657932758726]]",[[0.2425790588434964]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
33,0.2,2,2,1,2,"(b = 6.9825107312380865, c_ea = 0.011152444187298239, c_el = 0.012736906532298642, mu_l = 0.1708547663045604, c_pa = 0.005342760098598205, mu_a = 0.00817082248648068)","(b = 7.0584208597395905, c_el = 0.012658359650099458, c_ea = 0.01127385355751864, c_pa = 0.005556685683051036, mu_l = 0.17085476630456026, mu_a = 0.0066130594801304225)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[0.01561025572080278, 0.36479186608062153, -0.22370057816681552], [6.9825107312380865, 0.011152444187298239, 0.012736906532298642]]","[[0.03765002071949647, 0.18470929482008494], [0.005342760098598205, 0.00817082248648068]]",[[0.1708547663045604]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
34,0.2,2,2,1,2,"(b = 5.453398406854346, c_ea = 0.009484231415617115, c_el = 0.011112412998741075, mu_l = 0.1736312533165444, c_pa = 0.0038250520635800056, mu_a = 0.00801695974631639)","(b = 5.555115225370521, c_el = 0.011091010445716417, c_ea = 0.009726840666088254, c_pa = 0.004200646092350151, mu_l = 0.17363125331654428, mu_a = 0.006425228442770957)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[0.03329094196607756, 0.2553284159114986, -0.16026940303997442], [5.453398406854346, 0.009484231415617115, 0.011112412998741075]]","[[0.0038250520635800056, 0.00801695974631639], [0.03889270737050185, 0.19729220213603965]]",[[0.1736312533165444]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
35,0.2,2,4,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.1774663390852032, c_pa = 0.0, mu_a = 0.0)","(b = 7.747396495729561, c_el = 0.010366397187243468, c_ea = 0.00947346351970611, c_pa = 0.004158887599963837, mu_l = 0.17746633908520337, mu_a = 0.008557616637897484)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[18.549220162095896, 0.017561890813675537, 0.014057447020119901], [21.12990288702548, 0.0203020740675217, 0.01079248381242303], [3.782718010311435, 0.04876688783591246, -0.008700229723336292], [7.441104775246108, 0.008988642420082594, 0.010371931044685439]]","[[0.038915234015202485, 0.19960107662377516], [0.003782702549185739, 0.010145149920912038]]",[[0.1774663390852032]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
36,0.2,2,2,1,2,"(b = 5.711413459362978, c_ea = 0.01335587555935339, c_el = 0.011618034761715735, mu_l = 0.245283780716916, c_pa = 0.004300972368220609, mu_a = 0.008553282130480361)","(b = 5.72536797121674, c_el = 0.011571775995338537, c_ea = 0.013383390623372474, c_pa = 0.004515873972841832, mu_l = 0.24528378071691592, mu_a = 0.007379782603349724)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[1.0729898857125126, -0.008714897577045471, 0.033100014481574846], [5.711413459362978, 0.01335587555935339, 0.011618034761715735]]","[[0.03647100121794333, 0.16695563846852052], [0.004300972368220609, 0.008553282130480361]]",[[0.245283780716916]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
37,0.2,2,4,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.2452132621050732, c_pa = 0.0048725810889886185, mu_a = 0.008189102210006304)","(b = 6.375984062333393, c_el = 0.01025457197937242, c_ea = 0.009565341671787434, c_pa = 0.0050387735676894006, mu_l = 0.24521326210507327, mu_a = 0.006974877708994154)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[6.153412175822919, 0.009135318407414291, 0.010254432930476244], [3.638912429219212, 0.045716488530902724, -0.006777191589427354], [16.146195458547634, 0.018702052420249485, 0.013373590279187974], [17.700871679882347, 0.02095213670887191, 0.010517738153859292]]","[[0.0048725810889886185, 0.008189102210006304], [0.03595350325187161, 0.1616380743619145]]",[[0.2452132621050732]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
38,0.2,2,4,1,2,"(b = 5.400949546809957, c_ea = 0.012514013327684112, c_el = 0.010154023558604225, mu_l = 0.23105907096940878, c_pa = 0.005053702810371409, mu_a = 0.008481154119493003)","(b = 5.402577920980487, c_el = 0.010154193840546055, c_ea = 0.012517368527615716, c_pa = 0.005221432786728056, mu_l = 0.23105907096940892, mu_a = 0.007187903702008117)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[10.49171962686515, 0.019854083383765028, 0.01018350984209776], [9.464752512511966, 0.017874368277385238, 0.014262357154005414], [0.17337593547715233, -0.06428745405697131, 0.0777840805122866], [5.400949546809957, 0.012514013327684112, 0.010154023558604225]]","[[0.005053702810371409, 0.008481154119493003], [0.036206514213430206, 0.1655763144559575]]",[[0.23105907096940878]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
39,0.2,2,2,1,2,"(b = 6.770106709652952, c_ea = 0.011371747733026656, c_el = 0.01231992848767544, mu_l = 0.1859556855182456, c_pa = 0.0038856212278110345, mu_a = 0.008684374345608599)","(b = 6.798487929565927, c_el = 0.012279815344816775, c_ea = 0.011422432814029628, c_pa = 0.0042330020574403585, mu_l = 0.18595568551824576, mu_a = 0.007175608086007711)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[0.1459550024241093, -0.08581582141728487, 0.08606744283599858], [6.770106709652952, 0.011371747733026656, 0.01231992848767544]]","[[0.038519933219430064, 0.1929892598523262], [0.0038856212278110345, 0.008684374345608599]]",[[0.1859556855182456]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
40,0.2,2,4,1,2,"(b = 7.247271477221533, c_ea = 0.012165161248646071, c_el = 0.010195903423464978, mu_l = 0.21338449356372602, c_pa = 0.0051366366475857975, mu_a = 0.008809863726147841)","(b = 7.254153885135509, c_el = 0.010196062588178097, c_ea = 0.01217594790843906, c_pa = 0.0053176639599055, mu_l = 0.2133844935637261, mu_a = 0.007441392694427042)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[7.247271477221533, 0.012165161248646071, 0.010195903423464978], [0.38087247545925407, 0.09453589292508409, -0.044009545408230086], [12.522574994273004, 0.01700371148549987, 0.01480090744808622], [14.658858530234356, 0.01993875663916408, 0.010259482410417195]]","[[0.0366493809097178, 0.17175234513976362], [0.0051366366475857975, 0.008809863726147841]]",[[0.21338449356372602]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
41,0.2,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.1825561965506588, c_pa = 0.0, mu_a = 0.0)","(b = 7.375928016946297, c_el = 0.01416239887291472, c_ea = 0.009577945370872016, c_pa = 0.005393895951770094, mu_l = 0.18255619655065886, mu_a = 0.008033158036574917)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[0.34090746564429814, 0.10239938469676152, -0.04026897375613165], [7.002519215551764, 0.00896971519395212, 0.014488088588076832]]","[[0.03752215333493069, 0.18395856732534455], [0.005179083521165543, 0.009519134120501758]]",[[0.1825561965506588]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
42,0.2,2,2,1,2,"(b = 7.1620184544429755, c_ea = 0.013518475575929468, c_el = 0.01215585958923888, mu_l = 0.2082335861443488, c_pa = 0.0, mu_a = 0.0)","(b = 7.201093914891094, c_el = 0.012012594728166124, c_ea = 0.013584288906889806, c_pa = 0.004998177308640634, mu_l = 0.208233586144349, mu_a = 0.00828699887376317)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[7.1620184544429755, 0.013518475575929468, 0.01215585958923888], [0.5890676025258824, -0.026064224267013887, 0.04483147365002815]]","[[0.004779523437151082, 0.009624875215553365], [0.0371483282942011, 0.17811102740692725]]",[[0.2082335861443488]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
43,0.2,2,0,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.1747853266688324, c_pa = 0.0, mu_a = 0.0)","(b = 5.499306274317425, c_el = 0.014102156268091335, c_ea = 0.01366457387459184, c_pa = 0.004809895837735336, mu_l = 0.17478532666883245, mu_a = 0.008338592140177539)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))",Vector{Float64}[],"[[0.03834019190260206, 0.19352420557776764], [0.0045178000657313975, 0.009815946197577356]]",[[0.1747853266688324]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
44,0.2,2,2,1,2,"(b = 6.191027798651712, c_ea = 0.011350424767660038, c_el = 0.01405763859354478, mu_l = 0.22975326760124842, c_pa = 0.0050560711399955695, mu_a = 0.007553983945925986)","(b = 6.682204390933281, c_el = 0.013509440739855872, c_ea = 0.012138383893461781, c_pa = 0.005224514608173517, mu_l = 0.22975326760124865, mu_a = 0.006257604194233891)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[6.191027798651712, 0.011350424767660038, 0.01405763859354478], [0.4266950640576313, -0.03572915294858957, 0.0488426015332958]]","[[0.0050560711399955695, 0.007553983945925986], [0.036201260760195635, 0.16458884223158476]]",[[0.22975326760124842]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
45,0.2,2,2,1,2,"(b = 6.025002854437641, c_ea = 0.01081812400259166, c_el = 0.011294105245629562, mu_l = 0.1744404948830888, c_pa = 0.0, mu_a = 0.0)","(b = 6.038066249464127, c_el = 0.011287699857222755, c_ea = 0.010855711172494027, c_pa = 0.004517126021648127, mu_l = 0.17444049488308858, mu_a = 0.00824931793138826)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[0.009714658835295075, -0.39803118252161, 0.3169439372624244], [6.025002854437641, 0.01081812400259166, 0.011294105245629562]]","[[0.03863605431494455, 0.19658015563184963], [0.004186408413563873, 0.009762790993854823]]",[[0.1744404948830888]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
46,0.2,2,2,1,2,"(b = 6.768251669745124, c_ea = 0.00980806496256976, c_el = 0.014084464684733237, mu_l = 0.1988473038982976, c_pa = 0.004219458880001731, mu_a = 0.008235643912557876)","(b = 7.052255358521263, c_el = 0.01379874070462124, c_ea = 0.010270244842810637, c_pa = 0.004506918470681858, mu_l = 0.1988473038982974, mu_a = 0.00685225951259255)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[6.768251669745124, 0.00980806496256976, 0.014084464684733237], [0.005156279470379152, -0.5910586137982365, 0.41020305507274174]]","[[0.03784463931562388, 0.18437637676426455], [0.004219458880001731, 0.008235643912557876]]",[[0.1988473038982976]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
47,0.2,2,2,1,2,"(b = 6.801206031032035, c_ea = 0.011583051996667771, c_el = 0.014443677011191852, mu_l = 0.1925692313324352, c_pa = 0.004032164401469563, mu_a = 0.008120837899021356)","(b = 7.565321497006497, c_el = 0.013559165417227128, c_ea = 0.012686212938684055, c_pa = 0.004350603252224592, mu_l = 0.1925692313324353, mu_a = 0.006679341299328001)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[1.142320169850163, -0.01329446114935489, 0.03374787472594942], [6.801206031032035, 0.011583051996667771, 0.014443677011191852]]","[[0.038180440385269514, 0.1882358533133731], [0.004032164401469563, 0.008120837899021356]]",[[0.1925692313324352]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
48,0.2,2,2,1,2,"(b = 7.110568980867235, c_ea = 0.010197798916832266, c_el = 0.012981446866920321, mu_l = 0.23552658148045041, c_pa = 0.005343285473744698, mu_a = 0.00894920030746338)","(b = 7.166068386066595, c_el = 0.01291281839804107, c_ea = 0.010307796644237187, c_pa = 0.005485647146124558, mu_l = 0.23552658148045028, mu_a = 0.007597192473417281)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[7.110568980867235, 0.010197798916832266, 0.012981446866920321], [0.8295050656151827, 0.07150748708592722, -0.022209124036904924]]","[[0.03584134955764727, 0.1621816854509627], [0.005343285473744698, 0.00894920030746338]]",[[0.23552658148045041]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
49,0.2,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.2320035140471664, c_pa = 0.0, mu_a = 0.0)","(b = 7.863698891095584, c_el = 0.014003891922785058, c_ea = 0.009339357182773275, c_pa = 0.005521061457782146, mu_l = 0.2320035140471662, mu_a = 0.007806011033573113)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[7.570744323858418, 0.008869183122588054, 0.014233590011185676], [1.6687927011172288, 0.05953788007302283, -0.01268291799293356]]","[[0.005377468111489367, 0.009178475110979568], [0.035920793744103736, 0.16348294857991078]]",[[0.2320035140471664]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
50,0.2,2,2,1,2,"(b = 6.317310948730852, c_ea = 0.00940396456983623, c_el = 0.011685275357035917, mu_l = 0.21545077482084599, c_pa = 0.0, mu_a = 0.0)","(b = 6.358781626950853, c_el = 0.011660731110419086, c_ea = 0.009530757293558415, c_pa = 0.004642600160283219, mu_l = 0.21545077482084607, mu_a = 0.008965692675493853)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[6.317310948730852, 0.00940396456983623, 0.011685275357035917], [0.9372991294684424, 0.06893527937717218, -0.022283129979290148]]","[[0.0043962286850619614, 0.01026552724186514], [0.03730786185736455, 0.17978504781050028]]",[[0.21545077482084599]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
51,0.2,2,2,1,2,"(b = 7.250569706995084, c_ea = 0.009687281184881243, c_el = 0.012423613161218032, mu_l = 0.20558828888742559, c_pa = 0.0, mu_a = 0.0)","(b = 7.2405696305808345, c_el = 0.012397529432160643, c_ea = 0.009721683570030637, c_pa = 0.003943241960329873, mu_l = 0.20558828888742553, mu_a = 0.00800041241197684)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[7.250569706995084, 0.009687281184881243, 0.012423613161218032], [0.49512759459451255, 0.0896207303750205, -0.03550519235280975]]","[[0.03825031478258479, 0.1891618434738559], [0.0035916935975370025, 0.00948077343842814]]",[[0.20558828888742559]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
52,0.2,2,4,1,2,"(b = 5.791099637736582, c_ea = 0.00956225756390705, c_el = 0.010647551987724458, mu_l = 0.1888830567978084, c_pa = 0.0, mu_a = 0.0)","(b = 5.935323351867888, c_el = 0.010634603217832567, c_ea = 0.00986238517291664, c_pa = 0.0038714154882930757, mu_l = 0.1888830567978085, mu_a = 0.007493957816126139)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[5.791099637736582, 0.00956225756390705, 0.010647551987724458], [0.14985131466580742, 0.13759596694043158, -0.07517774629714981], [14.519105409913983, 0.01892676179299488, 0.012504945161833482], [14.837380393440787, 0.01936478898632643, 0.011830696454802087]]","[[0.03880697739785789, 0.196068853168553], [0.0034760508879906247, 0.009110447557162955]]",[[0.1888830567978084]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
53,0.2,2,2,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.2214438023440564, c_pa = 0.0, mu_a = 0.0)","(b = 5.768753925082093, c_el = 0.013945975819867243, c_ea = 0.013077957193264076, c_pa = 0.004602188718996021, mu_l = 0.22144380234405622, mu_a = 0.008642668960993196)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[3.5524617721510783, 0.00799745013535286, 0.018418310800270035], [4.046177017068436, 0.009407288088539481, 0.017153451058737397]]","[[0.03715336461589138, 0.17730737722430215], [0.00436072692370676, 0.009917022440164071]]",[[0.2214438023440564]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
54,0.2,2,4,1,2,"(b = 7.648797265593649, c_ea = 0.010348548021881595, c_el = 0.009846793126164016, mu_l = 0.2094662146805072, c_pa = 0.0, mu_a = 0.0)","(b = 7.807652238227381, c_el = 0.009862766919398027, c_ea = 0.010579500055704799, c_pa = 0.0052645608300257996, mu_l = 0.2094662146805074, mu_a = 0.007802306477450399)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[4.640410492721379, 0.04468697979228151, -0.006147665379932553], [19.983932177244537, 0.02157316112294976, 0.00955962811292914], [7.648797265593649, 0.010348548021881595, 0.009846793126164016], [16.572261353277632, 0.017131543874704582, 0.014921188269770026]]","[[0.03683295627697456, 0.17432205667579911], [0.00507359134022344, 0.009172818422083813]]",[[0.2094662146805072]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
55,0.2,2,2,1,2,"(b = 6.149166213913091, c_ea = 0.009736105229948736, c_el = 0.013566957584090133, mu_l = 0.2140381549483604, c_pa = 0.004269916668618176, mu_a = 0.008770709221286505)","(b = 6.234421683142052, c_el = 0.013429419500834094, c_ea = 0.009924172813339256, c_pa = 0.004530122213226743, mu_l = 0.21403815494836045, mu_a = 0.007461440900906666)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[6.149166213913091, 0.009736105229948736, 0.013566957584090133], [0.0046324872970684786, -0.5989609148864629, 0.4221592256771627]]","[[0.004269916668618176, 0.008770709221286505], [0.037392872677500015, 0.1790457842494128]]",[[0.2140381549483604]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
56,0.2,2,2,1,2,"(b = 6.181761598827603, c_ea = 0.013749744616500073, c_el = 0.011727975602498818, mu_l = 0.18483747190835279, c_pa = 0.0, mu_a = 0.0)","(b = 6.183027233021315, c_el = 0.011648108193456306, c_ea = 0.013757643732948148, c_pa = 0.004263595442343505, mu_l = 0.18483747190835303, mu_a = 0.008915478767928925)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[6.181761598827603, 0.013749744616500073, 0.011727975602498818], [1.670732066452017, -0.002242493317520897, 0.02823758892302108]]","[[0.00391675573989194, 0.010427767100920124], [0.03860259146223727, 0.1959673615537174]]",[[0.18483747190835279]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
57,0.2,2,4,1,2,"(b = 6.631785152408671, c_ea = 0.013363738858391141, c_el = 0.010584292897270116, mu_l = 0.2140517344692268, c_pa = 0.0037612831781122387, mu_a = 0.00824287707000651)","(b = 6.631395953214224, c_el = 0.010583175514717852, c_ea = 0.013363268199602445, c_pa = 0.004077420787618542, mu_l = 0.2140517344692268, mu_a = 0.006857446240999371)","(b = RealInterval{Float64}(5.2784, 7.917599999999999), c_el = RealInterval{Float64}(0.009672, 0.014508), c_ea = RealInterval{Float64}(0.00924, 0.013859999999999999), c_pa = RealInterval{Float64}(0.0037600000000000003, 0.00564), mu_l = RealInterval{Float64}(0.1644, 0.24659999999999999), mu_a = RealInterval{Float64}(0.0061032000000000005, 0.0091548))","[[9.599877564738563, 0.016619651271768426, 0.014758774581095539], [6.631785152408671, 0.013363738858391141, 0.010584292897270116], [0.6478171619945489, -0.02376077419374456, 0.045604752563981006], [10.776356096555887, 0.01847964784201787, 0.010826094980059688]]","[[0.037810555867729176, 0.18252624059313896], [0.0037612831781122387, 0.00824287707000651]]",[[0.2140517344692268]],"[0.845115782666048, 1.1378870135961554, 1.1460841477468362]"
