sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
2,0.05,4,4,1,2,"(b = 6.861444821129464, c_ea = 0.011440120862834515, c_el = 0.011767252769570894, mu_l = 0.19648739811519841, c_pa = 0.004692466635173518, mu_a = 0.007495366703501572)","(b = 6.861445433534938, c_el = 0.011767254103901444, c_ea = 0.011440121585594891, c_pa = 0.0046933791417937635, mu_l = 0.19648739811519847, mu_a = 0.0074857829877797355)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.746499832739083, 0.01569211423029942, 0.020677530616097263], [0.09833627425533707, 0.08835852681978974, -0.03981604037550976], [6.861444821129464, 0.011440120862834515, 0.011767252769570894], [19.103891668550023, 0.021642669456955664, 0.011824153230349922]]","[[0.040039468655755625, 0.2154761834471783], [0.004692466635173518, 0.007495366703501572]]",[[0.19648739811519841]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
2,0.05,5,1,1,1,"(b = 6.861445419642536, c_ea = 0.011440121569148367, c_el = 0.011767254074289595, mu_l = 0.19648739811519841, c_pa = 0.0046933226735968074, mu_a = 0.007485452924024855)","(b = 6.861445433534938, c_el = 0.011767254103901444, c_ea = 0.011440121585594891, c_pa = 0.0046933791417937635, mu_l = 0.19648739811519847, mu_a = 0.0074857829877797355)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.861445419642536, 0.011440121569148367, 0.011767254074289595]]","[[0.0046933226735968074, 0.007485452924024855]]",[[0.19648739811519841]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
2,0.05,6,4,1,2,"(b = 6.861445433266714, c_ea = 0.011440121585276424, c_el = 0.011767254103337841, mu_l = 0.19648739811519841, c_pa = 0.0046933751800463126, mu_a = 0.007485827957709636)","(b = 6.861445433534938, c_el = 0.011767254103901444, c_ea = 0.011440121585594891, c_pa = 0.0046933791417937635, mu_l = 0.19648739811519847, mu_a = 0.0074857829877797355)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.861445433266714, 0.011440121585276424, 0.011767254103337841], [0.02769339377572465, 0.09944692318704718, -0.04770558875995095], [13.62882713651817, 0.01686244990387855, 0.023139114872897066], [26.573099323219484, 0.024697929649449835, 0.011889585649674137]]","[[0.04714891463374802, 0.2775455648162769], [0.0046933751800463126, 0.007485827957709636]]",[[0.19648739811519841]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
2,0.05,7,1,1,1,"(b = 6.861445433530114, c_ea = 0.0114401215855893, c_el = 0.011767254103890167, mu_l = 0.19648739811519841, c_pa = 0.004693378959814078, mu_a = 0.007485781726728327)","(b = 6.861445433534938, c_el = 0.011767254103901444, c_ea = 0.011440121585594891, c_pa = 0.0046933791417937635, mu_l = 0.19648739811519847, mu_a = 0.0074857829877797355)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.861445433530114, 0.0114401215855893, 0.011767254103890167]]","[[0.004693378959814078, 0.007485781726728327]]",[[0.19648739811519841]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,1,1,1,1,"(b = 6.622782825493585, c_ea = 0.011550952311048445, c_el = 0.012371716668393689, mu_l = 0.1960677102007356, c_pa = 0.0, mu_a = 0.0)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.622782825493585, 0.011550952311048445, 0.012371716668393689]]","[[0.004008382539545444, 0.007434700538778823]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,2,4,1,2,"(b = 6.620864708714204, c_ea = 0.011548428570728273, c_el = 0.012373259316719273, mu_l = 0.1960677102007356, c_pa = 0.0, mu_a = 0.0)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.2078964476975545, 0.10520548933962262, -0.05241654438513645], [6.620864708714204, 0.011548428570728273, 0.012373259316719273], [11.58004304909536, 0.017560124485238058, 0.012520488179232181], [9.441159316183233, 0.014644278055045331, 0.017428848893492888]]","[[0.004838650446951143, 0.008575124865280241], [0.033577491076561106, 0.13474370744745062]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,3,1,1,1,"(b = 6.620878775980332, c_ea = 0.011548452518214283, c_el = 0.012373241847685961, mu_l = 0.1960677102007356, c_pa = 0.004925734472168918, mu_a = 0.007502255679999585)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.620878775980332, 0.011548452518214283, 0.012373241847685961]]","[[0.004925734472168918, 0.007502255679999585]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,4,4,1,2,"(b = 6.620878661195498, c_ea = 0.011548452341564002, c_el = 0.012373241966962201, mu_l = 0.1960677102007356, c_pa = 0.004932516220613292, mu_a = 0.007580919280029165)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.228462163965661, 0.01599778484014636, 0.02014768778224535], [17.145206640244538, 0.02098464932434835, 0.012481137978914198], [0.04127513877186417, 0.10287513640532135, -0.05064658797777187], [6.620878661195498, 0.011548452341564002, 0.012373241966962201]]","[[0.004932516220613292, 0.007580919280029165], [0.03992205826245379, 0.21311942239587123]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,5,1,1,1,"(b = 6.620878661830236, c_ea = 0.011548452342573103, c_el = 0.012373241966265559, mu_l = 0.1960677102007356, c_pa = 0.004933210232759604, mu_a = 0.007569398247073745)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.620878661830236, 0.011548452342573103, 0.012373241966265559]]","[[0.004933210232759604, 0.007569398247073745]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,6,4,1,2,"(b = 6.620878661830754, c_ea = 0.011548452342573894, c_el = 0.012373241966266036, mu_l = 0.1960677102007356, c_pa = 0.0049332455343909926, mu_a = 0.007570028518941435)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[13.118609939178064, 0.01728503932674107, 0.022624846113644327], [6.620878661830754, 0.011548452342573894, 0.012373241966266036], [0.014201176794174389, 0.10694520145329664, -0.05339524069274906], [24.009857794881615, 0.024164280244053718, 0.012497747815804091]]","[[0.047066786894797485, 0.27491189740333233], [0.0049332455343909926, 0.007570028518941435]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
3,0.05,7,1,1,1,"(b = 6.620878661836297, c_ea = 0.011548452342582626, c_el = 0.012373241966263448, mu_l = 0.1960677102007356, c_pa = 0.004933248362961776, mu_a = 0.007569970256052604)","(b = 6.6208786618313695, c_el = 0.01237324196626587, c_ea = 0.011548452342575066, c_pa = 0.004933248467499989, mu_l = 0.19606771020073552, mu_a = 0.007569972710878482)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.620878661836297, 0.011548452342582626, 0.012373241966263448]]","[[0.004933248362961776, 0.007569970256052604]]",[[0.1960677102007356]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
4,0.05,1,1,1,1,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.2027445391606304, c_pa = 0.0, mu_a = 0.0)","(b = 6.514415412198301, c_el = 0.011668365742075418, c_ea = 0.01104430687732089, c_pa = 0.004879699595773485, mu_l = 0.20274453916063032, mu_a = 0.00792932195281609)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.442641725697306, 0.010913288387842843, 0.011582756547020333]]","[[0.003963695134390775, 0.007848560697362193]]",[[0.2027445391606304]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
4,0.05,2,4,1,2,"(b = 6.5083099577108054, c_ea = 0.01103513494521395, c_el = 0.011663692410644057, mu_l = 0.2027445391606304, c_pa = 0.0, mu_a = 0.0)","(b = 6.514415412198301, c_el = 0.011668365742075418, c_ea = 0.01104430687732089, c_pa = 0.004879699595773485, mu_l = 0.20274453916063032, mu_a = 0.00792932195281609)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[13.160173629983559, 0.019111923893958778, 0.011414536331178523], [0.9126455618971673, 0.06210869234971881, -0.020164280818122778], [10.23792378550011, 0.014890523334753098, 0.017890410780242765], [6.5083099577108054, 0.01103513494521395, 0.011663692410644057]]","[[0.00478646886484537, 0.008908643804939432], [0.033481163844658775, 0.13384192848103577]]",[[0.2027445391606304]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
4,0.05,3,1,1,1,"(b = 6.514006181986529, c_ea = 0.011043710102229402, c_el = 0.011668134607275485, mu_l = 0.2027445391606304, c_pa = 0.0048723000046568396, mu_a = 0.007865343686012565)","(b = 6.514415412198301, c_el = 0.011668365742075418, c_ea = 0.01104430687732089, c_pa = 0.004879699595773485, mu_l = 0.20274453916063032, mu_a = 0.00792932195281609)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.514006181986529, 0.011043710102229402, 0.011668134607275485]]","[[0.0048723000046568396, 0.007865343686012565]]",[[0.2027445391606304]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
4,0.05,4,4,1,2,"(b = 6.514394120161355, c_ea = 0.011044275851429902, c_el = 0.011668356507435574, mu_l = 0.2027445391606304, c_pa = 0.004878985856076867, mu_a = 0.007939746374282172)","(b = 6.514415412198301, c_el = 0.011668365742075418, c_ea = 0.01104430687732089, c_pa = 0.004879699595773485, mu_l = 0.20274453916063032, mu_a = 0.00792932195281609)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.074599344731126, 0.016077778013826014, 0.020483224131665628], [19.480406186438834, 0.02200079692520828, 0.011711443926016113], [0.1856533832535349, 0.07793284880519245, -0.03159921286286972], [6.514394120161355, 0.011044275851429902, 0.011668356507435574]]","[[0.039831426030378266, 0.21088112367217932], [0.004878985856076867, 0.007939746374282172]]",[[0.2027445391606304]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
4,0.05,5,1,1,1,"(b = 6.514414510229093, c_ea = 0.011044305557195025, c_el = 0.011668365435071895, mu_l = 0.2027445391606304, c_pa = 0.004879662184279921, mu_a = 0.007928790979584476)","(b = 6.514415412198301, c_el = 0.011668365742075418, c_ea = 0.01104430687732089, c_pa = 0.004879699595773485, mu_l = 0.20274453916063032, mu_a = 0.00792932195281609)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.514414510229093, 0.011044305557195025, 0.011668365435071895]]","[[0.004879662184279921, 0.007928790979584476]]",[[0.2027445391606304]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
4,0.05,6,4,1,2,"(b = 6.514415379933731, c_ea = 0.011044306829881098, c_el = 0.011668365733320701, mu_l = 0.2027445391606304, c_pa = 0.004879696772364897, mu_a = 0.007929373893508238)","(b = 6.514415412198301, c_el = 0.011668365742075418, c_ea = 0.01104430687732089, c_pa = 0.004879699595773485, mu_l = 0.20274453916063032, mu_a = 0.00792932195281609)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.004465, 0.004935), mu_l = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[27.1887372383647, 0.02505752466863745, 0.011788443025707196], [14.057822634514153, 0.01727893752054325, 0.022932401835653243], [0.058262092509088835, 0.08981566798639241, -0.03998063602420303], [6.514415379933731, 0.011044306829881098, 0.011668365733320701]]","[[0.04697729291270468, 0.271376389490421], [0.004879696772364897, 0.007929373893508238]]",[[0.2027445391606304]],"[1.0102125482696749, 1.0095162398351487, 0.9639943796720847]"
