param_set,taylor_n,num_solutions,num_real_solutions,true_parameters,pred_parameters
51,14,2744,8,"[7.522302877418577, 0.012936704782155023, 0.01038250354235866, 0.00427820190641092, 0.156172370321283, 0.007977497828519047]","[1.3158960855684073e-9, 0.2027689578096043, -0.27733044731033335, 0.004278201906410919, 0.15617237032128298, 0.007977497828519153]"
52,14,2744,4,"[7.875866007563948, 0.012369187753037419, 0.008960875018138088, 0.0043459610322643585, 0.2416060940088652, 0.009321164886166666]","[0.0009770325900259334, -0.06799667370192455, 0.11992529737962578, 0.0043459610322643585, 0.2416060940088653, 0.009321164886166577]"
53,14,2744,0,"[5.627519640469609, 0.014192696920652826, 0.01197240103125936, 0.00542043576358685, 0.22384090862819966, 0.006488113356935676]",
54,14,2744,0,"[5.33292053820531, 0.013456771801994465, 0.014000252676576827, 0.0058264105227894625, 0.2561121351800903, 0.006803982996434159]",
55,14,2744,4,"[7.82434707402412, 0.013646171822020717, 0.009144663945922015, 0.004768674437125702, 0.1764901835812206, 0.0063035818670803025]","[0.00036327573309528986, -0.07269712690007145, 0.12521917169912908, 0.004768674437125702, 0.17649018358122057, 0.006303581867080432]"
56,14,2744,4,"[8.22668910912632, 0.01178072038307888, 0.009403810159166071, 0.005345628936891786, 0.16864769956661668, 0.008892508696196325]","[0.0007298453682084041, -0.07156331909509403, 0.12445787896358934, 0.005345628936891786, 0.16864769956661665, 0.008892508696196334]"
57,14,2730,4,"[7.290890724227625, 0.014711402690501994, 0.012389919550446722, 0.005501858977644381, 0.23780676030724354, 0.0065381388224077935]","[0.00033623025413316294, 0.07260312192155126, -0.08861412659274973, 0.005501858977644382, 0.23780676030724363, 0.006538138822407889]"
58,14,2744,4,"[6.148220939657348, 0.010897779108764202, 0.011314882311948462, 0.003579146358508549, 0.21117876991458068, 0.005748688984749778]","[1.6205976152411519, 0.023366894877890523, -0.0032160911846209977, 0.003579146358508547, 0.2111787699145806, 0.005748688984749692]"
59,14,2744,0,"[5.390239569163156, 0.014767891873257416, 0.014296635812806343, 0.004374712762444906, 0.20415227641404554, 0.007576234799686455]",
60,14,2744,4,"[6.955403478981191, 0.010766670195396306, 0.010351757585733297, 0.0035886669629090076, 0.17576949407068496, 0.007613923383067447]","[0.6825637964939247, 0.030040724491371018, -0.015386156100774501, 0.003588666962909008, 0.17576949407068504, 0.0076139233830675584]"
61,14,2744,0,"[6.207250096911151, 0.012457560637943373, 0.014125240369114465, 0.00396093353536495, 0.1816997989646608, 0.007542336118489025]",
62,14,2744,4,"[5.139705738210722, 0.013323921127374964, 0.009932737440784385, 0.003923357155045423, 0.24379447215695416, 0.009487510311200757]","[2.133405533325355, 0.020169137555779454, 0.000893567618149105, 0.003923357155045421, 0.24379447215695416, 0.009487510311200886]"
63,14,2744,4,"[7.807656967274859, 0.014568418539052896, 0.009065829454649704, 0.004645884753144727, 0.2510013002407923, 0.006256629440416609]","[0.0024566217037212245, -0.057322910444555966, 0.10815337622719824, 0.004645884753144726, 0.2510013002407923, 0.006256629440416657]"
64,14,2744,0,"[7.09175649381077, 0.012527750512141047, 0.01148796500011574, 0.0038949327579545926, 0.15890522537391885, 0.006638634429142369]",
65,14,2744,0,"[6.735009842909911, 0.013694674033479345, 0.012541989615126167, 0.004243112923240343, 0.22074825495625966, 0.0088854091093178]",
66,14,2744,0,"[5.06764462225274, 0.01438537062699836, 0.009198071037071364, 0.004791050828072182, 0.15678164729955132, 0.006574747529599949]",
67,14,2744,0,"[6.082480558654848, 0.013883290349921985, 0.011227043475072477, 0.004380396954456852, 0.19526531750632609, 0.006233072192518795]",
68,14,2744,0,"[7.261964461907834, 0.014014812568151909, 0.013957279082816503, 0.004914638032349032, 0.2151902188283326, 0.006905060618310467]",
69,14,2744,0,"[7.320651315159269, 0.014790102206245978, 0.014367294695744461, 0.004009171437723714, 0.2446038508341148, 0.007973273185559543]",
70,14,2744,4,"[5.112011947418128, 0.011810366116229369, 0.009383867625846965, 0.00467378094472021, 0.2190415450698498, 0.007964917622395536]","[4.707344316773496, 0.01654323892249596, 0.008095109613649447, 0.004673780944720209, 0.21904154506984969, 0.007964917622395566]"
71,14,2744,0,"[5.811291028589626, 0.011780664787465254, 0.014384425173421735, 0.005061573403430123, 0.2263612790686893, 0.006193450803077017]",
72,14,2730,8,"[5.562174991659607, 0.014737669291315418, 0.008722695642651065, 0.004737455629799289, 0.21123167702837858, 0.009408715970443602]","[0.343846175451645, 0.031067442945197348, -0.01945408944366767, 0.004737455629799287, 0.2112316770283786, 0.009408715970443652]"
73,14,2744,4,"[6.567654942326609, 0.009613262711286014, 0.01432603871176114, 0.003826808382297846, 0.2534613505293681, 0.006750308758901541]","[2.9438943881505177, 0.019167113455219677, 0.005197324753260278, 0.0038268083822978454, 0.25346135052936813, 0.006750308758901613]"
74,14,2744,4,"[6.608282533433615, 0.01123726748154433, 0.011997046197459192, 0.00513475061848168, 0.1795660325545237, 0.007336910627821292]","[1.18336698371434, 0.025031608549413935, -0.006440762460690919, 0.00513475061848168, 0.17956603255452364, 0.007336910627821217]"
75,14,2744,4,"[7.768785742706391, 0.010132035847817295, 0.009645594847189506, 0.004183760613397157, 0.2481887911451675, 0.009347169148628622]","[1.3165399272783886e-8, -0.18530377727483163, 0.2793151028387321, 0.004183760613397158, 0.24818879114516748, 0.009347169148628598]"
76,14,2744,4,"[5.610971083742504, 0.010981856199551453, 0.01369632056709386, 0.004966442900351172, 0.23576107764967952, 0.005818386162665411]","[2.904080107767242, 0.017843144015746736, 0.006655071479798383, 0.004966442900351173, 0.23576107764967946, 0.0058183861626653335]"
77,14,2744,4,"[7.0751345518035205, 0.01275170831951827, 0.012645537008410455, 0.00585427083675415, 0.22832170726129183, 0.007606442251868119]","[1.140000760277271, 0.02438747689596862, -0.006187957235706989, 0.005854270836754156, 0.22832170726129186, 0.007606442251868096]"
78,14,2744,4,"[6.008351887929902, 0.013310664699186518, 0.009052600762367472, 0.005463610136697537, 0.1553267456859388, 0.009014069332346306]","[1.5342905203240104e-11, -0.2761045607202106, 0.40243945710250056, 0.005463610136697538, 0.15532674568593888, 0.009014069332346305]"
79,14,2744,0,"[6.2582601613308375, 0.013219336299811077, 0.014041026288343837, 0.005390179147665885, 0.2208865837306619, 0.006598959235233445]",
80,14,2744,0,"[7.342682288818149, 0.011540757594851738, 0.014216037814652678, 0.0049470523518531425, 0.1588005459927015, 0.006734921662674085]",
81,14,2744,0,"[7.047864846656147, 0.010035478948018138, 0.014394401857537206, 0.0040336552500581, 0.21444502565610368, 0.007737317595906724]",
82,14,2744,0,"[7.9519855068753404, 0.012186357186428128, 0.01402510836324842, 0.004767267673554709, 0.18520716725517086, 0.008142754395510383]",
83,14,2744,4,"[6.799025909714091, 0.013662048392068426, 0.009306951438729047, 0.005810238553286986, 0.17688750785634344, 0.009480885875604387]","[0.00011687174251511713, -0.08011595430431462, 0.1340044729601521, 0.005810238553286993, 0.17688750785634344, 0.009480885875604295]"
84,14,2744,0,"[6.230188057293438, 0.013293824466636371, 0.010925705636070187, 0.004135533646542672, 0.21977766403030577, 0.009145059421132811]",
85,14,2744,8,"[5.349280987380378, 0.009341176245475903, 0.009864101008971568, 0.0043791866007456305, 0.20526984460017184, 0.007036416969104569]","[5.418097761896658, 0.00934794268811164, 0.009987507123687307, 0.00437918660074563, 0.20526984460017184, 0.007036416969104671]"
86,14,2744,4,"[7.941575144241994, 0.014681461125226376, 0.009509086327544925, 0.004425127050151094, 0.1731405487628274, 0.007556186203499218]","[8.371219721198683e-5, -0.08206130079237034, 0.13671658922779487, 0.004425127050151097, 0.17314054876282733, 0.00755618620349923]"
87,14,2744,4,"[6.166419016872244, 0.01440138676331882, 0.009907749751924558, 0.005203862164283693, 0.22895725706910242, 0.009144025246159744]","[5.417809490265249e-9, -0.1756042278747828, 0.2614577529092981, 0.005203862164283694, 0.22895725706910247, 0.00914402524615971]"
88,14,2744,0,"[6.367673307443757, 0.014019124751357935, 0.013332503009986237, 0.004366637660170938, 0.2330548395855973, 0.00691372597281362]",
89,14,2744,4,"[6.089576589340137, 0.009672089038412301, 0.010113479173514807, 0.004627094076234592, 0.16685296345732656, 0.008737479153456327]","[0.5515355300868348, 0.03155051345250078, -0.01759041565847442, 0.004627094076234592, 0.16685296345732656, 0.008737479153456268]"
90,14,2744,0,"[5.810843063517317, 0.01301959772047493, 0.012417085086700284, 0.003734038232750565, 0.2391473705650402, 0.007015019140557688]",
91,14,2744,0,"[6.58119184017851, 0.01331193790599896, 0.012357514433199527, 0.005022314013377695, 0.16105243411343334, 0.007715821269505726]",
92,14,2744,0,"[5.6255710456044845, 0.013585087134982394, 0.01409142754736982, 0.004578751889490107, 0.22120840803368397, 0.007754419631513139]",
93,14,2744,4,"[6.835251049967553, 0.012286697393367818, 0.012334713231906323, 0.0056693523572322255, 0.1958215742777876, 0.008050435094997727]","[1.2698134048579819, 0.024009375581737113, -0.005222519484941425, 0.005669352357232229, 0.1958215742777876, 0.008050435094997728]"
94,14,2744,4,"[6.739754393108725, 0.009723199795891981, 0.01130279367271314, 0.005275465862290159, 0.20743257750968264, 0.00945083908768752]","[5.385523420549952, 0.017679202381712705, 0.007610454045511959, 0.005275465862290162, 0.20743257750968264, 0.009450839087687582]"
95,14,2744,0,"[6.178104321037805, 0.014395619749077432, 0.011580725088983407, 0.00456062174247486, 0.22295520454878648, 0.006647834104822709]",
96,14,2744,0,"[5.278769621994295, 0.014126028065762769, 0.013745870279404212, 0.00412005878731537, 0.2222164889436784, 0.00811552147272145]",
97,14,2744,0,"[6.7974114960669185, 0.012374030521135625, 0.013099824314471589, 0.0047158917522700135, 0.252810638428235, 0.005972949374666653]",
98,14,2744,4,"[5.976034431148206, 0.009594292041878873, 0.012193342699091904, 0.0047756466484568895, 0.1703133725974953, 0.008983114492662451]","[1.6681342301732907, 0.023351019405745844, -0.0024509701285439895, 0.0047756466484568895, 0.17031337259749524, 0.008983114492662444]"
99,14,2744,4,"[7.019799518360344, 0.011172540942386516, 0.008898683657737294, 0.0047717822598489145, 0.17756972365728638, 0.007243874692731914]","[1.0184273084849552e-7, -0.15347825523839986, 0.2320245179089301, 0.004771782259848914, 0.17756972365728638, 0.0072438746927319855]"
100,14,2742,4,"[6.587729494207602, 0.013898055578311457, 0.011266573743875165, 0.005751142385905669, 0.20168759539512812, 0.008482679815383896]","[3.2990432069825024e-17, 0.690498041456046, -0.9680603121564292, 0.005751142385905677, 0.20168759539512818, 0.008482679815383818]"
1,15,1624,1,"[7.540049395250997, 0.009625767341635016, 0.010292656950340913, 0.005396673830390832, 0.2112438604918186, 0.008841281671914721]","[7.370109730389921, 0.009621958556241763, 0.010070138791397384, 0.005396673830390831, 0.2112438604918185, 0.0088412816719147]"
2,15,1624,1,"[7.234692797666877, 0.011102574371423642, 0.011173096926522262, 0.003795586545838597, 0.19696943693532443, 0.009132998612337252]","[6.421651690615076, 0.011078153360215686, 0.010013646525967644, 0.003795586545838597, 0.19696943693532443, 0.009132998612337241]"
3,15,1624,1,"[8.124414631507523, 0.013296128062366196, 0.010138341940810234, 0.00504866083442344, 0.1693627806232393, 0.007821092825203201]","[5.509206597588492, 0.013232189828041151, 0.006345401195011277, 0.005048660834423443, 0.16936278062323926, 0.007821092825203099]"
4,15,1624,1,"[6.52337014495481, 0.011853858481330491, 0.009270192983649346, 0.005424881425820791, 0.16551658768647431, 0.005743428095472476]","[6.022127867578075, 0.011831723147477767, 0.00849179260014123, 0.0054248814258207895, 0.1655165876864744, 0.0057434280954724954]"
5,15,1624,1,"[5.349496696077116, 0.013214325378416995, 0.010300340766905305, 0.004396154869040357, 0.22867472149908644, 0.007073798491524768]","[5.059729278948757, 0.013083663473777573, 0.009766048651750039, 0.004396154869040359, 0.22867472149908644, 0.007073798491524705]"
6,15,1624,1,"[7.199015722055437, 0.01041933944551836, 0.012733797869361407, 0.005441850646851433, 0.21629622513003233, 0.006221709953275398]","[6.823306630941093, 0.010398650881941165, 0.012212754573980784, 0.005441850646851433, 0.21629622513003233, 0.006221709953275387]"
7,15,1624,1,"[6.171960083221835, 0.01467259835149079, 0.014292962204485851, 0.004608669568748206, 0.17848968372237248, 0.00913790964352339]","[5.10574057850752, 0.013708167649179624, 0.01247358791061453, 0.0046086695687482075, 0.17848968372237256, 0.009137909643523257]"
8,15,1624,1,"[8.233031686891632, 0.012538101159311768, 0.011192906655309677, 0.004524593121735421, 0.21938533958341178, 0.006652298447601628]","[6.143611632016363, 0.012477725860790528, 0.00834420185857745, 0.004524593121735422, 0.2193853395834118, 0.00665229844760161]"
9,15,1624,1,"[8.207036996454313, 0.013121450409475863, 0.012764999537279751, 0.003622398064158288, 0.20267809503676612, 0.008714702700339846]","[5.660176052268108, 0.012997814033257827, 0.00915448129998814, 0.0036223980641582887, 0.2026780950367662, 0.00871470270033986]"
10,15,1624,1,"[6.160522578714328, 0.011411933043044043, 0.009143156788385455, 0.004496774506781287, 0.22966908405935316, 0.00880732550750929]","[5.920326163018672, 0.01139866123672315, 0.008756276873184355, 0.0044967745067812865, 0.22966908405935316, 0.008807325507509336]"
11,15,1624,1,"[5.35505216846985, 0.012244221761420255, 0.010978638078700233, 0.0054939375489106495, 0.22635557149197122, 0.009325786673646563]","[5.25776443142355, 0.012173569184548465, 0.010804604801725596, 0.00549393754891065, 0.2263555714919712, 0.009325786673646565]"
12,15,1624,1,"[5.05202844707604, 0.012061731040800614, 0.008678022180931087, 0.004207023793840472, 0.21581912913787954, 0.009128628318708053]","[4.964259768278082, 0.012041197470971626, 0.008508909197491091, 0.004207023793840472, 0.21581912913787948, 0.009128628318708046]"
13,15,1624,1,"[7.659149977726588, 0.013977215534513893, 0.01413160297429334, 0.004653862984561972, 0.1900683997649168, 0.008234380680353568]","[5.535443791858189, 0.01355808186885582, 0.010981006210951974, 0.004653862984561969, 0.1900683997649169, 0.0082343806803536]"
14,15,1624,1,"[7.508779930570407, 0.009523067626799305, 0.011176100889662036, 0.003722770860248236, 0.18877818959632411, 0.006232052258751836]","[7.109802111652402, 0.009514363770418267, 0.010647025571672616, 0.0037227708602482353, 0.18877818959632406, 0.006232052258751838]"
15,15,1624,1,"[5.650338880343311, 0.010656434044007184, 0.012184457171457615, 0.004537053473536145, 0.17625251255248647, 0.007747096253484015]","[5.481557736267787, 0.010635751197207376, 0.01189065833364232, 0.004537053473536146, 0.17625251255248656, 0.007747096253484009]"
16,15,1624,1,"[6.572886464706573, 0.011401233991726458, 0.0118420305502289, 0.004254089456461134, 0.16080153671049208, 0.005813473441598727]","[5.932938828118207, 0.011363726319532141, 0.01084874022017969, 0.004254089456461135, 0.16080153671049197, 0.005813473441598839]"
17,15,1624,1,"[7.448847529346538, 0.012027248534713077, 0.01249544561600568, 0.0038134434634416285, 0.22215321306251956, 0.006199395225821079]","[6.104185291597449, 0.011957053966301147, 0.010565935354499522, 0.0038134434634416285, 0.2221532130625195, 0.006199395225820995]"
18,15,1624,1,"[5.629472708494481, 0.01213299132283874, 0.00935989683845952, 0.0035630439053920618, 0.25085755481523286, 0.00948699042741519]","[5.363301539430261, 0.01210319080340087, 0.008890682285527023, 0.0035630439053920613, 0.2508575548152329, 0.009486990427415276]"
19,15,1624,1,"[5.450701157892354, 0.01337515905157597, 0.008884870925517492, 0.0043495810392241, 0.19051005744590926, 0.008673313112387395]","[4.993216912532342, 0.013296457839348219, 0.008034604470050442, 0.004349581039224098, 0.1905100574459093, 0.008673313112387435]"
20,15,1624,1,"[5.00527463596133, 0.013815582820197545, 0.011251510733000531, 0.005139048826503848, 0.1702720815464459, 0.0061508382975664945]","[4.824814679969255, 0.013472766238667435, 0.010910036597363566, 0.005139048826503849, 0.17027208154644585, 0.006150838297566356]"
21,15,1624,1,"[5.658949247438459, 0.010120911614759222, 0.011796938465425854, 0.0037901073122133906, 0.2240410929484584, 0.007921013068247322]","[5.543283155110685, 0.010110930215962221, 0.01159706621545845, 0.0037901073122133906, 0.22404109294845842, 0.007921013068247336]"
