sim_num,interval_range,taylor_n,L_num_real_solutions,L_pred_parameters,L_all_real_solutions,A_num_real_solutions,A_pred_parameters,A_all_real_solutions,sampled_parameters,offmul
66,0.25,3,1,"[6.66474305794268, 0.014391485358187999, 0.01424493490207668]","[[6.66474305794268, 0.014391485358187999, 0.01424493490207668]]",1,"[0.005702914544766435, 0.00833567787061764]","[[0.005702914544766435, 0.00833567787061764]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,4,4,"[6.675050952823308, 0.01440637809994799, 0.014255458038388645]","[[6.675050952823308, 0.01440637809994799, 0.014255458038388645], [13.328610050787074, 0.021247687588734212, 0.014501157653273608], [10.73051400393899, 0.018852969858167458, 0.019292534300463477], [0.00102009618509731, -0.1711145803359946, 0.16151989838631142]]",2,"[0.0057145372303246695, 0.008479102465385793]","[[0.04250945463984627, 0.2914475501229403], [0.0057145372303246695, 0.008479102465385793]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,5,1,"[6.673992698107222, 0.014404860581779429, 0.01425447170649124]","[[6.673992698107222, 0.014404860581779429, 0.01425447170649124]]",1,"[0.005715969024749159, 0.008455734136675108]","[[0.005715969024749159, 0.008455734136675108]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,6,4,"[6.674078049214857, 0.014404982895344923, 0.014254545429890374]","[[6.674078049214857, 0.014404982895344923, 0.014254545429890374], [13.496831249223616, 0.02099342146466678, 0.021508377516460214], [19.43014796281919, 0.024900000156069604, 0.014391638741198894], [5.081479138908733e-8, -0.6456038282688453, 0.5308238382066703]]",2,"[0.005716050583919575, 0.008457258817377748]","[[0.005716050583919575, 0.008457258817377748], [0.049728611271778744, 0.4042181324079299]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,7,1,"[6.674072144787376, 0.014404974425240958, 0.014254540689475991]","[[6.674072144787376, 0.014404974425240958, 0.014254540689475991]]",1,"[0.005716058536354351, 0.00845709992183694]","[[0.005716058536354351, 0.00845709992183694]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,8,4,"[6.674072500952482, 0.01440497493689966, 0.014254540955957599]","[[27.437855525186404, 0.028268300520437106, 0.0143804732806429], [16.7169810073736, 0.022998273818389026, 0.023607235667160872], [6.674072500952482, 0.01440497493689966, 0.014254540955957599], [5.040674776720917e-15, 2.9380002044529685, -2.2585398966022567]]",2,"[0.00571605884148862, 0.00845710834222367]","[[0.05710854984096947, 0.5023271748523547], [0.00571605884148862, 0.00845710834222367]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,9,1,"[6.674072481895102, 0.014404974909482381, 0.01425454094264977]","[[6.674072481895102, 0.014404974909482381, 0.01425454094264977]]",1,"[0.005716058867562032, 0.008457107707373245]","[[0.005716058867562032, 0.008457107707373245]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
66,0.25,10,4,"[6.674072482850852, 0.014404974910861347, 0.014254540943229465]","[[6.674072482850852, 0.014404974910861347, 0.014254540943229465], [9.18063583056075e-12, 0.7180616640316315, -0.5305870360313207], [20.57436189016926, 0.024944302750995438, 0.02565224767775741], [38.209672327238465, 0.03151055029010305, 0.014396072644961167]]",2,"[0.005716058868251782, 0.008457107735968998]","[[0.005716058868251782, 0.008457107735968998], [0.06451137674052418, 0.5841923358210567]]","[6.674072482790037, 0.014254540943220475, 0.014404974910772507, 0.0057160588683095705, 0.22891621674895168, 0.008457107734360564]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,1,1,"[6.089995414664988, 0.004697998638813107, 0.014139719888341548]","[[6.089995414664988, 0.004697998638813107, 0.014139719888341548]]",1,"[0.0013715443226110973, 0.018834837364456538]","[[0.0013715443226110973, 0.018834837364456538]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,2,2,,"[[7.872040078511146, 0.03708652843915939, 0.0026547158847165858], [7.182324578993417, 0.008499364013474177, 0.013714887874489408]]",2,,"[[0.037745651441996854, 0.18342222428837868], [0.0036821493590104186, 0.01041942484032687]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,3,1,"[7.3685951693425915, 0.008854817612092974, 0.013686065967401538]","[[7.3685951693425915, 0.008854817612092974, 0.013686065967401538]]",1,"[0.003952774412091391, 0.009165726313959517]","[[0.003952774412091391, 0.009165726313959517]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,4,4,"[7.402817141700711, 0.008908794462320985, 0.013683503226744519]","[[14.383177599375488, 0.014545006870162898, 0.02243394315800265], [29.032672067853934, 0.022375344550767257, 0.013956347336088233], [7.402817141700711, 0.008908794462320985, 0.013683503226744519], [5.662232066233908, 0.046338147763025216, -0.002361148269578161]]",2,"[0.003989932310950728, 0.00907808547642667]","[[0.003989932310950728, 0.00907808547642667], [0.04327039836401561, 0.3129600184063362]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,5,1,"[7.408214123840408, 0.008916597923329213, 0.013683319201819883]","[[7.408214123840408, 0.008916597923329213, 0.013683319201819883]]",1,"[0.0039946123324257204, 0.009059514371112277]","[[0.0039946123324257204, 0.009059514371112277]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,6,4,"[7.408922117531889, 0.008917577685453211, 0.013683310439113886]","[[7.408922117531889, 0.008917577685453211, 0.013683310439113886], [39.95971163810623, 0.025380213182791392, 0.013877873219159736], [4.47128399872375, 0.05491362493380792, -0.006735199769669417], [13.620797345618675, 0.013651440910268473, 0.026168411201489973]]",2,"[0.003995103391682831, 0.009058046923949514]","[[0.003995103391682831, 0.009058046923949514], [0.05022612698291287, 0.4284001228115822]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,7,1,"[7.409000698537711, 0.008917683951130543, 0.013683310388274762]","[[7.409000698537711, 0.008917683951130543, 0.013683310388274762]]",1,"[0.003995148269035754, 0.009057886904799238]","[[0.003995148269035754, 0.009057886904799238]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,8,4,"[7.409008257774864, 0.008917694047842865, 0.013683310431615943]","[[53.96823713183594, 0.02828713059622728, 0.01388638746919884], [3.6075847909684846, 0.0634218532130257, -0.0109969888257655], [7.409008257774864, 0.008917694047842865, 0.013683310431615943], [13.228434958468545, 0.013034951827205756, 0.029586178028364586]]",2,"[0.003995151832743194, 0.00905787539842248]","[[0.003995151832743194, 0.00905787539842248], [0.05744270337505867, 0.5246710836953237]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,9,1,"[7.409008900615371, 0.008917694900737221, 0.013683310437547488]","[[7.409008900615371, 0.008917694900737221, 0.013683310437547488]]",1,"[0.003995152085395823, 0.00905787453288261]","[[0.003995152085395823, 0.00905787453288261]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
67,0.25,10,4,"[7.409008949705857, 0.00891769496563209, 0.013683310438085797]","[[12.966062956950744, 0.012519223149698356, 0.03289044238449694], [72.45482810660909, 0.031154826514025347, 0.013911180981530921], [7.409008949705857, 0.00891769496563209, 0.013683310438085797], [2.934643023285876, 0.07191116467002368, -0.015218521102912969]]",2,"[0.003995152101476042, 0.00905787447964441]","[[0.06472101954010855, 0.6007870102943461], [0.003995152101476042, 0.00905787447964441]]","[7.409008953306989, 0.013683310438133815, 0.008917694970382563, 0.003995152102459818, 0.23633984329946572, 0.009057874476323217]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,1,1,"[5.839938600444961, 0.012153197601104991, 0.006334036792466928]","[[5.839938600444961, 0.012153197601104991, 0.006334036792466928]]",1,"[0.0036380181763477114, 0.009983884429266569]","[[0.0036380181763477114, 0.009983884429266569]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,2,4,,"[[11.899968738044072, 0.01742029227698198, 0.020474850974548327], [12.836233689461263, 0.026905642972295307, 0.006545748071678247], [3.714797194065176, 0.04224722441008707, -0.00575388410356696], [5.921494959852082, 0.012021041994905094, 0.00898631991347451]]",2,"[0.00514111996684284, 0.008433578954406922]","[[0.03700164636003272, 0.17578869213610215], [0.00514111996684284, 0.008433578954406922]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,3,1,"[5.925233379349513, 0.011973809480970215, 0.009351218978532918]","[[5.925233379349513, 0.011973809480970215, 0.009351218978532918]]",1,"[0.005314880805831767, 0.006968476071443725]","[[0.005314880805831767, 0.006968476071443725]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,4,4,"[5.919459296261065, 0.011952755419935233, 0.009422546769088457]","[[15.297773628469347, 0.01923698674959557, 0.0218012662494523], [5.919459296261065, 0.011952755419935233, 0.009422546769088457], [0.07660318629586642, 0.0985068411342808, -0.05005802088672777], [24.132629077262646, 0.0267821109197202, 0.00912750957431273]]",2,"[0.005333486180096744, 0.007044954265367714]","[[0.005333486180096744, 0.007044954265367714], [0.043000910816311244, 0.30566392219441013]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,5,1,"[5.916978738354726, 0.01194645284008722, 0.009435912970837417]","[[5.916978738354726, 0.01194645284008722, 0.009435912970837417]]",1,"[0.005335675053278923, 0.007025091695517025]","[[0.005335675053278923, 0.007025091695517025]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,6,4,"[5.9163666558757155, 0.011945077809499764, 0.009438107939303476]","[[19.04334050998811, 0.021031938905635768, 0.02364894594496585], [34.78720328250406, 0.029503320160965987, 0.009501506777587614], [0.00014173444467088976, 0.22632057626550067, -0.15109464845976991], [5.9163666558757155, 0.011945077809499764, 0.009438107939303476]]",2,"[0.005335847097177372, 0.007025723469873462]","[[0.005335847097177372, 0.007025723469873462], [0.050136912407840586, 0.42527715555762957]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,7,1,"[5.916255807497603, 0.011944842783121882, 0.009438420583905914]","[[5.916255807497603, 0.011944842783121882, 0.009438420583905914]]",1,"[0.005335861643025815, 0.007025598631307428]","[[0.005335861643025815, 0.007025598631307428]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,8,4,"[5.916239633102834, 0.011944809573907344, 0.009438459645018046]","[[23.57991209543107, 0.022795936926482883, 0.025594142408574525], [5.916239633102834, 0.011944809573907344, 0.009438459645018046], [48.16603182396847, 0.03248630832705993, 0.009609744477486904], [1.5250910838599202e-10, 0.9348908551744881, -0.7110547569593347]]",2,"[0.0053358625109082725, 0.007025601286300998]","[[0.0053358625109082725, 0.007025601286300998], [0.05746517952078695, 0.5287087860912557]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,9,1,"[5.9162376343646335, 0.01194480555063858, 0.00943846398538627]","[[5.9162376343646335, 0.01194480555063858, 0.00943846398538627]]",1,"[0.0053358625674369605, 0.0070256008280668416]","[[0.0053358625674369605, 0.0070256008280668416]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
68,0.25,10,4,"[5.916237418755047, 0.011944805122274993, 0.009438464419537634]","[[5.916237418755047, 0.011944805122274993, 0.009438464419537634], [29.145069857138367, 0.024540959532970193, 0.027570871473227652], [1.917162965676693e-12, -0.8957090775310232, 0.7354858952432901], [65.91189045472643, 0.03550261177184003, 0.009657830566247323]]",2,"[0.005335862570160446, 0.007025600834884297]","[[0.06482674868653433, 0.613957410030974], [0.005335862570160446, 0.007025600834884297]]","[5.916237396081278, 0.00943846446258723, 0.011944805077659217, 0.005335862570310407, 0.21494511386389298, 0.007025600833791037]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,1,1,"[4.222666767783938, 0.006899096552978505, 0.01292430072368224]","[[4.222666767783938, 0.006899096552978505, 0.01292430072368224]]",1,"[0.002046962939539799, 0.017537938497153432]","[[0.002046962939539799, 0.017537938497153432]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,2,4,,"[[0.5476654575922671, 0.07367510606470697, -0.026926278899313098], [4.8840912009423665, 0.009643879955498605, 0.012957971517599606], [11.858943062938852, 0.01867265872865248, 0.016368655507220605], [13.129652507116452, 0.020686836289968178, 0.013041685328804503]]",2,,"[[0.0042799424328445685, 0.01057822420673647], [0.03831576003397098, 0.19310941406917034]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,3,1,"[4.994758598720273, 0.009912445638072372, 0.012961038535188285]","[[4.994758598720273, 0.009912445638072372, 0.012961038535188285]]",1,"[0.004543462976474324, 0.009195684706772064]","[[0.004543462976474324, 0.009195684706772064]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,4,4,"[5.013862507268877, 0.009952866746355099, 0.012961465475869769]","[[5.013862507268877, 0.009952866746355099, 0.012961465475869769], [13.826011233272958, 0.01941704356690213, 0.01974379115628698], [19.303664698749166, 0.023390417887273945, 0.013083540734122311], [0.018734769862396587, 0.12175185424371224, -0.06455640079721547]]",2,"[0.004578733332597109, 0.009151494816266753]","[[0.04393174794870855, 0.3390886967034883], [0.004578733332597109, 0.009151494816266753]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,5,1,"[5.016643372092023, 0.009958472609577763, 0.012961521472453339]","[[5.016643372092023, 0.009958472609577763, 0.012961521472453339]]",1,"[0.004583182059254582, 0.009131431101415238]","[[0.004583182059254582, 0.009131431101415238]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,6,4,"[5.016978673329198, 0.009959135549067683, 0.012961527872274647]","[[26.611790562067956, 0.026321711240284523, 0.013112606275340234], [16.061459910849905, 0.020676224986460174, 0.022323305068660492], [0.0007841106838604497, 0.16202882711305913, -0.09610199468796692], [5.016978673329198, 0.009959135549067683, 0.012961527872274647]]",2,"[0.004583637842169273, 0.009130422688409627]","[[0.004583637842169273, 0.009130422688409627], [0.05096251445719427, 0.4761780132814876]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,7,1,"[5.017012919413642, 0.009959202700858254, 0.012961528508083103]","[[5.017012919413642, 0.009959202700858254, 0.012961528508083103]]",1,"[0.004583679298328084, 0.00913026497114646]","[[0.004583679298328084, 0.00913026497114646]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,8,4,"[5.0170159577901545, 0.009959208637126724, 0.012961528563690868]","[[36.04924917489293, 0.029244834410164525, 0.013140067184952592], [4.1077771976768405e-5, 0.19642002308245393, -0.12303037476418757], [18.7602819897976, 0.022024982510120694, 0.024705824370934798], [5.0170159577901545, 0.009959208637126724, 0.012961528563690868]]",2,"[0.004583682527442479, 0.009130256197821537]","[[0.004583682527442479, 0.009130256197821537], [0.058247678302245906, 0.5969414561493053]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,9,1,"[5.017016196553295, 0.009959209102863777, 0.012961528568033885]","[[5.017016196553295, 0.009959209102863777, 0.012961528568033885]]",1,"[0.0045836827544134704, 0.009130255411484605]","[[0.0045836827544134704, 0.009130255411484605]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
69,0.25,10,4,"[5.017016213415819, 0.009959209135733166, 0.012961528568333389]","[[48.54392472629758, 0.03214421482762804, 0.013167006287337333], [5.017016213415819, 0.009959209135733166, 0.012961528568333389], [21.964646641850972, 0.02340373320475744, 0.027009075271260605], [2.643973063563604e-6, 0.22640361314695182, -0.14649418573274392]]",2,"[0.004583682768624518, 0.009130255369518298]","[[0.004583682768624518, 0.009130255369518298], [0.0655885706233876, 0.698309704619757]]","[5.0170162145634745, 0.01296152856835761, 0.009959209137969254, 0.00458368276948389, 0.1990612490607496, 0.009130255366689296]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,1,1,"[5.2609579836703855, 0.00926293152408134, 0.01492099946501862]","[[5.2609579836703855, 0.00926293152408134, 0.01492099946501862]]",1,"[0.0004301558809586304, 0.01957762411687126]","[[0.0004301558809586304, 0.01957762411687126]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,2,2,"[5.297625517133572, 0.009858042950330033, 0.014733986919698502]","[[0.00035584199221265446, -2.011599005147339, 1.4787932814773261], [5.297625517133572, 0.009858042950330033, 0.014733986919698502]]",2,,"[[0.0033230951609274236, 0.007765295311171537], [0.03883840775085604, 0.19447991809992954]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,3,1,"[5.309650391916801, 0.009919294888284361, 0.014717435099914706]","[[5.309650391916801, 0.009919294888284361, 0.014717435099914706]]",1,"[0.0036732654294880655, 0.006292548998974739]","[[0.0036732654294880655, 0.006292548998974739]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,4,4,"[5.311374484023113, 0.009925326606163435, 0.014716355365929149]","[[5.311374484023113, 0.009925326606163435, 0.014716355365929149], [13.540318172601312, 0.018838867688209745, 0.018861029307113027], [3.0401812781545276e-5, 0.516207937651141, -0.35992342937388755], [16.520188836868734, 0.020995130091517614, 0.015318239282715406]]",2,"[0.0037258098400947707, 0.006138269724804129]","[[0.04406866580131273, 0.3384227998617941], [0.0037258098400947707, 0.006138269724804129]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,5,1,"[5.3115648253173555, 0.009925852918178168, 0.014716287374367006]","[[5.3115648253173555, 0.009925852918178168, 0.014716287374367006]]",1,"[0.003733033395138278, 0.006111407310145032]","[[0.003733033395138278, 0.006111407310145032]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,6,4,"[5.311580511023758, 0.00992589085491928, 0.014716284027942231]","[[14.9390749211431, 0.019627506754104445, 0.022060744479193338], [22.851151080888737, 0.02411746935919801, 0.014961542148795238], [5.311580511023758, 0.00992589085491928, 0.014716284027942231], [3.773437981836833e-6, 0.3592206411874059, -0.2454488518196671]]",2,"[0.0037338751145404962, 0.006108625734277287]","[[0.0037338751145404962, 0.006108625734277287], [0.0509248692988564, 0.4679202228795613]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,7,1,"[5.311581566523267, 0.009925893197409927, 0.014716283885558396]","[[5.311581566523267, 0.009925893197409927, 0.014716283885558396]]",1,"[0.003733959975521197, 0.006108327916265872]","[[0.003733959975521197, 0.006108327916265872]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,8,4,"[5.3115816266468965, 0.009925893323438935, 0.014716283880414127]","[[16.829092506987696, 0.020656447982691607, 0.02473371531077298], [5.950801808947423e-7, 0.314024207427679, -0.21250449526607604], [30.721608338807794, 0.026985825223583955, 0.014929989114256234], [5.3115816266468965, 0.009925893323438935, 0.014716283880414127]]",2,"[0.0037339674493414724, 0.006108302439453352]","[[0.05808066348408411, 0.5759151648129608], [0.0037339674493414724, 0.006108302439453352]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
70,0.25,9,1,"[5.3115816296251745, 0.009925893329442709, 0.014716283880265501]","[[5.3115816296251745, 0.009925893329442709, 0.014716283880265501]]",1,"[0.003733968035147378, 0.0061083004136066165]","[[0.003733968035147378, 0.0061083004136066165]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
