sim_num,interval_range,taylor_n,L_num_real_solutions,L_pred_parameters,L_all_real_solutions,A_num_real_solutions,A_pred_parameters,A_all_real_solutions,sampled_parameters,offmul
35,0.1,9,1,"[6.299869065181356, 0.011666337863692302, 0.013195612563806157]","[[6.299869065181356, 0.011666337863692302, 0.013195612563806157]]",1,"[0.0043903200435083415, 0.007636297847363073]","[[0.0043903200435083415, 0.007636297847363073]]","[6.299869065152926, 0.01319561256384035, 0.011666337863645987, 0.0043903200490180575, 0.18589468186283803, 0.007636297831523045]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
35,0.1,10,4,"[6.29986906513149, 0.011666337863612087, 0.013195612563849842]","[[35.55511142351449, 0.02854476269409251, 0.013368461049778837], [1.2432829454924293e-15, 1.7589022359851416, -1.334369167101005], [6.29986906513149, 0.011666337863612087, 0.013195612563849842], [16.353786116055883, 0.020042304140843688, 0.026411097527736294]]",2,"[0.004390320048734692, 0.007636297832509021]","[[0.004390320048734692, 0.007636297832509021], [0.0637645957353721, 0.5122535341542372]]","[6.299869065152926, 0.01319561256384035, 0.011666337863645987, 0.0043903200490180575, 0.18589468186283803, 0.007636297831523045]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,1,1,"[5.951227441765551, 0.01215293535551825, 0.012234551701416026]","[[5.951227441765551, 0.01215293535551825, 0.012234551701416026]]",1,"[0.0032234920243633274, 0.01023575993682801]","[[0.0032234920243633274, 0.01023575993682801]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,2,4,"[5.990331235084659, 0.012227225614059499, 0.012281357472410118]","[[8.059028301654015, 0.014883764509013856, 0.016607679444067883], [0.14981940385965145, -0.06823271192463884, 0.080520241390708], [9.251358585979197, 0.016810338720032885, 0.012528705111446667], [5.990331235084659, 0.012227225614059499, 0.012281357472410118]]",2,"[0.004621185888646915, 0.00807978526940439]","[[0.004621185888646915, 0.00807978526940439], [0.03577664127790114, 0.15925170636799518]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,3,1,"[5.985934558324189, 0.012219964241611288, 0.012277824689708722]","[[5.985934558324189, 0.012219964241611288, 0.012277824689708722]]",1,"[0.004776497553697561, 0.0069052595864623045]","[[0.004776497553697561, 0.0069052595864623045]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,4,4,"[5.986164264913086, 0.012220332730595121, 0.012277969375622757]","[[0.004541770541186782, -0.11404790551723443, 0.11692447662752442], [10.136347830802656, 0.016828020018976216, 0.019088198737329174], [13.810225657864903, 0.020479673695159146, 0.012404394290321525], [5.986164264913086, 0.012220332730595121, 0.012277969375622757]]",2,"[0.004793198855554845, 0.006938987545923829]","[[0.04176987844720308, 0.26473564998170485], [0.004793198855554845, 0.006938987545923829]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,5,1,"[5.986154777554688, 0.012220317574692236, 0.01227796456975107]","[[5.986154777554688, 0.012220317574692236, 0.01227796456975107]]",1,"[0.004795021990544381, 0.006925471224871185]","[[0.004795021990544381, 0.006925471224871185]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,6,4,"[5.986155096417827, 0.012220318084923696, 0.012277964701814718]","[[19.393422591430465, 0.0237149815415453, 0.012402536619253827], [0.00023783110288343328, -0.14375919369170626, 0.14056736013815752], [12.323790714253645, 0.01854411872480005, 0.0213821945638444], [5.986155096417827, 0.012220318084923696, 0.012277964701814718]]",2,"[0.004795166576351441, 0.0069256211814882375]","[[0.04883804934698791, 0.35432685260573127], [0.004795166576351441, 0.0069256211814882375]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,7,1,"[5.986155087335753, 0.012220318070350972, 0.01227796469870667]","[[5.986155087335753, 0.012220318070350972, 0.01227796469870667]]",1,"[0.0047951778291546975, 0.00692554754067881]","[[0.0047951778291546975, 0.00692554754067881]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,8,4,"[5.986155087555402, 0.012220318070704107, 0.012277964698771269]","[[26.627573120974365, 0.02678906596356193, 0.012425107644625236], [1.8957181992371567e-5, -0.16551992840544946, 0.15791860264564705], [14.84633006959698, 0.020184641094137756, 0.023599326419098572], [5.986155087555402, 0.012220318070704107, 0.012277964698771269]]",2,"[0.004795178509649351, 0.0069255476394857254]","[[0.004795178509649351, 0.0069255476394857254], [0.05609292481589461, 0.42574223301225267]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,9,1,"[5.986155087547463, 0.012220318070691641, 0.01227796469876595]","[[5.986155087547463, 0.012220318070691641, 0.01227796469876595]]",1,"[0.004795178550304991, 0.006925547402258258]","[[0.004795178550304991, 0.006925547402258258]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
36,0.1,10,4,"[5.986155087545743, 0.012220318070687984, 0.012277964698775951]","[[5.986155087545743, 0.012220318070687984, 0.012277964698775951], [2.075309597797051e-6, -0.18296496158008732, 0.17186159025781558], [36.20424290177024, 0.029782530120293634, 0.01245300937453315], [17.814557453214753, 0.02179015706841631, 0.025778325214160333]]",2,"[0.004795178552295137, 0.006925547401161052]","[[0.06338665239879535, 0.47979595254695934], [0.004795178552295137, 0.006925547401161052]]","[5.986155087551233, 0.01227796469877037, 0.012220318070697478, 0.004795178552395522, 0.19610000380559095, 0.0069255474006487145]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,1,1,"[7.093103791002113, 0.010239359380900159, 0.012010555441582598]","[[7.093103791002113, 0.010239359380900159, 0.012010555441582598]]",1,"[0.002796059893953343, 0.012050378878400898]","[[0.002796059893953343, 0.012050378878400898]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,2,4,"[7.185769519379906, 0.010459133089844861, 0.011993630041051369]","[[1.6692180556085305, 0.05326120078401127, -0.012359229209115054], [14.508555548868197, 0.018019405543770732, 0.012193319381465397], [11.396497055024964, 0.014415003631824934, 0.017185963752798596], [7.185769519379906, 0.010459133089844861, 0.011993630041051369]]",2,,"[[0.03563565616653406, 0.15723151490786283], [0.004274121401298705, 0.008791887721468373]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,3,1,"[7.194032072786567, 0.01047309401368595, 0.011993007516541488]","[[7.194032072786567, 0.01047309401368595, 0.011993007516541488]]",1,"[0.004437307082753516, 0.007725862616716994]","[[0.004437307082753516, 0.007725862616716994]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,4,4,"[7.194589374033121, 0.010473930480176611, 0.011992990020546294]","[[0.7975658584310172, 0.06096706303280343, -0.017394669941048713], [7.194589374033121, 0.010473930480176611, 0.011992990020546294], [12.451801875157194, 0.01478354421794678, 0.020513885500921456], [21.26772689255378, 0.021205579062148625, 0.01212324620149715]]",2,"[0.004455644316503979, 0.007729696186135692]","[[0.04156887405840888, 0.2581848152656225], [0.004455644316503979, 0.007729696186135692]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,5,1,"[7.194617801630979, 0.010473970976020243, 0.011992989746484146]","[[7.194617801630979, 0.010473970976020243, 0.011992989746484146]]",1,"[0.004457632308794608, 0.007717978990706605]","[[0.004457632308794608, 0.007717978990706605]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,6,4,"[7.194618970502088, 0.010473972600013183, 0.011992989748388694]","[[29.504384473204905, 0.02427009693360968, 0.012138590983891757], [13.721917753064817, 0.015382122927572342, 0.023345623271877253], [0.4614696106084584, 0.06965956377855347, -0.022776557187994918], [7.194618970502088, 0.010473972600013183, 0.011992989748388694]]",2,"[0.004457798356869632, 0.007717823533100844]","[[0.004457798356869632, 0.007717823533100844], [0.048607534048655136, 0.3423884324757967]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,7,1,"[7.194619011053089, 0.010473972655661598, 0.011992989748694012]","[[7.194619011053089, 0.010473972655661598, 0.011992989748694012]]",1,"[0.004457811182973777, 0.007717759848610936]","[[0.004457811182973777, 0.007717759848610936]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,8,4,"[7.194619012261711, 0.010473972657310341, 0.011992989748706887]","[[40.17901365732799, 0.027252696015196934, 0.012165679510126311], [0.27572690535136796, 0.07903095551757262, -0.028507059952593047], [15.166456320063228, 0.016027131047966967, 0.026047913343416107], [7.194619012261711, 0.010473972657310341, 0.011992989748706887]]",2,"[0.0044578119997041405, 0.007717758423700277]","[[0.055841669189297005, 0.40832664224722454], [0.0044578119997041405, 0.007717758423700277]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,9,1,"[7.1946190122887055, 0.010473972657347546, 0.011992989748704401]","[[7.1946190122887055, 0.010473972657347546, 0.011992989748704401]]",1,"[0.0044578120482097845, 0.0077177582127619365]","[[0.0044578120482097845, 0.0077177582127619365]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
37,0.1,10,4,"[7.194619012298335, 0.01047397265735943, 0.011992989748711921]","[[0.16500676688914823, 0.08876116823621896, -0.034430998716120015], [16.779269769593757, 0.016688279534800295, 0.02869589392688197], [54.309552149075884, 0.030184955589077182, 0.012194934541828632], [7.194619012298335, 0.01047397265735943, 0.011992989748711921]]",2,"[0.004457812050704094, 0.007717758207117719]","[[0.06311947156216112, 0.4572997227318463], [0.004457812050704094, 0.007717758207117719]]","[7.194619012300229, 0.011992989748707505, 0.01047397265736256, 0.0044578120508297885, 0.2144206138980542, 0.007717758206628832]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,1,1,"[6.974913668360424, 0.011693897869451653, 0.01305085778502743]","[[6.974913668360424, 0.011693897869451653, 0.01305085778502743]]",1,"[0.0026921304206865503, 0.011498720411749349]","[[0.0026921304206865503, 0.011498720411749349]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,2,2,,"[[1.8563244080286568e-6, 28.162112640579295, -20.394359621300186], [6.905181576401781, 0.011575022717941853, 0.013332750868793592]]",2,,"[[0.0354635018729944, 0.15404889743346825], [0.004167211212473482, 0.008047713103017166]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,3,1,"[6.928310880273472, 0.011611148583287172, 0.013286705654133098]","[[6.928310880273472, 0.011611148583287172, 0.013286705654133098]]",1,"[0.004329363187755168, 0.0070211469718742415]","[[0.004329363187755168, 0.0070211469718742415]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,4,4,"[6.9259747495704165, 0.011607567076608783, 0.013290538923991959]","[[10.77893423274755, 0.015462788291394195, 0.019327924977980346], [0.010723873520934846, 0.1355071623377945, -0.07386292438580336], [15.12683250188252, 0.019253867622694123, 0.013566686843489151], [6.9259747495704165, 0.011607567076608783, 0.013290538923991959]]",2,"[0.00434765117078291, 0.007018292272020215]","[[0.04138384853045876, 0.2514388296461057], [0.00434765117078291, 0.007018292272020215]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,5,1,"[6.926169891559489, 0.011607862721910051, 0.013290265486975605]","[[6.926169891559489, 0.011607862721910051, 0.013290265486975605]]",1,"[0.004349620999576619, 0.007007217380010879]","[[0.004349620999576619, 0.007007217380010879]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,6,4,"[6.926157139305625, 0.011607843533370724, 0.013290281635796427]","[[6.926157139305625, 0.011607843533370724, 0.013290281635796427], [0.008820621421678861, 0.1132878240073922, -0.05746569616057423], [21.334592094578404, 0.02258005942339776, 0.013450023697011773], [12.317348547267802, 0.016551987763110638, 0.022079237824400536]]",2,"[0.004349786157599584, 0.007007004691326305]","[[0.004349786157599584, 0.007007004691326305], [0.04840603416834655, 0.33138074027067493]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,7,1,"[6.926157832265572, 0.011607844571550154, 0.013290280817638995]","[[6.926157832265572, 0.011607844571550154, 0.013290280817638995]]",1,"[0.004349798836627312, 0.007006944801011218]","[[0.004349798836627312, 0.007006944801011218]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,8,4,"[6.9261577999784585, 0.011607844523318828, 0.013290280853916163]","[[29.29915660648302, 0.025664460770181342, 0.013447815964503057], [0.006314123986484283, 0.11204156487748237, -0.056114718535339066], [14.03369946265037, 0.017628685108136845, 0.024641528756356796], [6.9261577999784585, 0.011607844523318828, 0.013290280853916163]]",2,"[0.004349799646514772, 0.00700694314637675]","[[0.004349799646514772, 0.00700694314637675], [0.0556235734141413, 0.3928552793185221]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,9,1,"[6.926157801329906, 0.011607844525331689, 0.013290280852480768]","[[6.926157801329906, 0.011607844525331689, 0.013290280852480768]]",1,"[0.00434979969435829, 0.007006942947504284]","[[0.00434979969435829, 0.007006942947504284]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
38,0.1,10,4,"[6.926157801246533, 0.011607844525209143, 0.013290280852546034]","[[15.964000982899355, 0.01869574307912665, 0.027129310886389525], [6.926157801246533, 0.011607844525209143, 0.013290280852546034], [0.004098130868371675, 0.1167212095288031, -0.05896547504177843], [39.79805758772224, 0.028647368198588447, 0.013471019023015752]]",2,"[0.004349799696824064, 0.007006942941329566]","[[0.06288547581547597, 0.4375080710122508], [0.004349799696824064, 0.007006942941329566]]","[6.92615780126059, 0.013290280852535273, 0.01160784452522973, 0.004349799696947776, 0.223473520687995, 0.007006942940864227]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,1,1,"[6.821711511047814, 0.01223672490518092, 0.011448972634276416]","[[6.821711511047814, 0.01223672490518092, 0.011448972634276416]]",1,"[0.0039351565971527365, 0.008046250406732116]","[[0.0039351565971527365, 0.008046250406732116]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,2,4,"[6.814091681003172, 0.012240486744721496, 0.011446461928910964]","[[0.20742894408821716, 0.10544113200916833, -0.05454314717639763], [6.814091681003172, 0.012240486744721496, 0.011446461928910964], [9.152924184333369, 0.01452485790894182, 0.0176809396147856], [11.60760539644734, 0.018220559359559303, 0.011326627385350244]]",2,"[0.005009500220088727, 0.00833186071882354]","[[0.005009500220088727, 0.00833186071882354], [0.03501082729060034, 0.15114212150927164]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,3,1,"[6.814121809172549, 0.012240253167160714, 0.011446622993798481]","[[6.814121809172549, 0.012240253167160714, 0.011446622993798481]]",1,"[0.005127659348401881, 0.0070897581750701474]","[[0.005127659348401881, 0.0070897581750701474]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,4,4,"[6.814120306093602, 0.012240254547314965, 0.011446622092525227]","[[11.336990424465174, 0.01627660843132559, 0.019915122619001552], [6.814120306093602, 0.012240254547314965, 0.011446622092525227], [17.381462164992463, 0.021588999622967783, 0.011495708406785701], [0.02235043367909462, 0.11771073120967354, -0.06322401250413391]]",2,"[0.005138261016250082, 0.007173215428017242]","[[0.041213757920376945, 0.24889875178555232], [0.005138261016250082, 0.007173215428017242]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,5,1,"[6.814120312292389, 0.012240254517406898, 0.011446622112688425]","[[6.814120312292389, 0.012240254517406898, 0.011446622112688425]]",1,"[0.005139411159028801, 0.007158424842186237]","[[0.005139411159028801, 0.007158424842186237]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,6,4,"[6.814120312173667, 0.012240254517572375, 0.01144662211258218]","[[6.814120312173667, 0.012240254517572375, 0.01144662211258218], [0.004701227377443018, 0.12623009915260835, -0.06925304158069001], [24.56403720412435, 0.02481471351818165, 0.011556808642073224], [13.640397134052272, 0.017824786307330195, 0.022177718247352034]]",2,"[0.005139482745222671, 0.007159136824739698]","[[0.005139482745222671, 0.007159136824739698], [0.04834864598858698, 0.3311988326294621]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,7,1,"[6.8141203121728475, 0.012240254517568197, 0.011446622112583496]","[[6.8141203121728475, 0.012240254517568197, 0.011446622112583496]]",1,"[0.005139488514593578, 0.0071590548719827505]","[[0.005139488514593578, 0.0071590548719827505]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,8,4,"[6.814120312179673, 0.012240254517577986, 0.011446622112583732]","[[33.9590756104291, 0.027939746509966334, 0.011594007693989265], [0.0013816448979365524, 0.13476582585086885, -0.0752945108897083], [16.280734224825302, 0.019303419294458963, 0.024418806895664478], [6.814120312179673, 0.012240254517577986, 0.011446622112583732]]",2,"[0.005139488776249858, 0.007159058044233878]","[[0.055638672601705456, 0.39644883358605487], [0.005139488776249858, 0.007159058044233878]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,9,1,"[6.814120312175366, 0.012240254517572437, 0.011446622112580693]","[[6.814120312175366, 0.012240254517572437, 0.011446622112580693]]",1,"[0.0051394887931807, 0.007159057778721572]","[[0.0051394887931807, 0.007159057778721572]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
39,0.1,10,4,"[6.8141203121750875, 0.01224025451757116, 0.011446622112587542]","[[19.363705879141307, 0.02074980796842668, 0.026643559524124432], [0.0004807614430120033, 0.14393306523978647, -0.08178338420457971], [6.8141203121750875, 0.01224025451757116, 0.011446622112587542], [46.50099173504891, 0.0310005815978364, 0.011624977346230742]]",2,"[0.005139488793774148, 0.007159057787454428]","[[0.005139488793774148, 0.007159057787454428], [0.06295661704102495, 0.4457420551868143]]","[6.814120312172135, 0.011446622112583923, 0.012240254517567408, 0.005139488793807689, 0.21266045658599814, 0.007159057786905347]","[0.9795996657238578, 1.0108970391803969, 1.0614486402076926, 1.089825117229298, 0.9058960316436909, 0.9537998315702946]"
